"Iteration","Converged","SignificantOSAGenes","CommonGenes","EligiblePoolGenes","SameSignSelectedGenes","SelectedPearson","Error"
553,TRUE,0,12958,110,44,0.719174494699929,
554,TRUE,0,12958,110,71,0.617008150931355,
555,TRUE,0,12958,110,68,0.621994919053083,
556,TRUE,0,12958,110,63,0.642876764372699,
557,TRUE,0,12958,110,50,0.716133503708616,
558,TRUE,0,12958,110,33,0.590561106430046,
559,TRUE,0,12958,110,65,0.65024890384983,
560,TRUE,1,12958,110,51,0.670217157116125,
561,TRUE,0,12958,110,60,0.691276271839651,
562,TRUE,0,12958,110,38,0.668078223103357,
563,TRUE,0,12958,110,66,0.651698625991003,
564,TRUE,0,12958,110,57,0.567998346003063,
565,TRUE,0,12958,110,59,0.780895649849162,
566,TRUE,0,12958,110,58,0.686986446902959,
567,TRUE,0,12958,110,57,0.683095101408925,
568,TRUE,0,12958,110,68,0.633639674669972,
569,TRUE,0,12958,110,61,0.508845818849672,
570,TRUE,0,12958,110,58,0.781920820473374,
571,TRUE,0,12958,110,59,0.767619234105132,
572,TRUE,0,12958,110,55,0.562621201597702,
573,TRUE,0,12958,110,60,0.47767968311785,
574,TRUE,0,12958,110,64,0.597761297919564,
575,TRUE,0,12958,110,79,0.671194352337767,
576,TRUE,0,12958,110,58,0.654537661527481,
577,TRUE,0,12958,110,57,0.651083999166338,
578,TRUE,0,12958,110,55,0.712632251091999,
579,TRUE,0,12958,110,37,0.688309071799085,
580,TRUE,0,12958,110,52,0.591440332702981,
581,TRUE,0,12958,110,63,0.594356544806192,
582,TRUE,0,12958,110,62,0.634085242190764,
583,TRUE,0,12958,110,66,0.660236786810822,
584,TRUE,0,12958,110,41,0.585697062357506,
585,TRUE,0,12958,110,59,0.811388151987488,
586,TRUE,0,12958,110,52,0.746624684362799,
587,TRUE,0,12958,110,57,0.657694171782781,
588,TRUE,0,12958,110,55,0.718117433537353,
589,TRUE,0,12958,110,62,0.68651680318867,
590,TRUE,0,12958,110,42,0.669774156425241,
591,TRUE,0,12958,110,44,0.805461715554967,
592,TRUE,0,12958,110,57,0.626124450719548,
593,TRUE,0,12958,110,43,0.500508391415769,
594,TRUE,0,12958,110,56,0.669670298083897,
595,TRUE,0,12958,110,49,0.694750310607741,
596,TRUE,0,12958,110,51,0.616085125173836,
597,TRUE,0,12958,110,49,0.759027620667893,
598,TRUE,0,12958,110,67,0.745550578985094,
599,TRUE,0,12958,110,64,0.80011962499313,
600,TRUE,0,12958,110,49,0.634933320702642,
601,TRUE,0,12958,110,49,0.793633464287255,
602,TRUE,0,12958,110,46,0.523053029617064,
603,TRUE,0,12958,110,53,0.773958226547307,
604,TRUE,0,12958,110,71,0.639019472471287,
605,TRUE,0,12958,110,47,0.582310864789458,
606,TRUE,0,12958,110,40,0.682373552017172,
607,TRUE,65,12958,110,48,0.720392880049717,
608,TRUE,0,12958,110,50,0.491928806502516,
609,TRUE,0,12958,110,46,0.783133068527764,
610,TRUE,0,12958,110,65,0.646397457482194,
611,TRUE,0,12958,110,45,0.751492465115321,
612,TRUE,0,12958,110,47,0.423469444115749,
613,TRUE,0,12958,110,69,0.674508746005207,
614,TRUE,0,12958,110,54,0.735389619247563,
615,TRUE,0,12958,110,52,0.537119180937054,
616,TRUE,0,12958,110,61,0.634348691808633,
617,TRUE,0,12958,110,57,0.704360231699114,
618,TRUE,0,12958,110,67,0.745340963722572,
619,TRUE,0,12958,110,66,0.585805376458026,
620,TRUE,0,12958,110,63,0.736439674477422,
621,TRUE,0,12958,110,44,0.474650437276848,
622,TRUE,0,12958,110,48,0.687555833131201,
623,TRUE,0,12958,110,64,0.568661855891461,
624,TRUE,0,12958,110,57,0.623804403216168,
625,TRUE,0,12958,110,40,0.828497456746557,
626,TRUE,0,12958,110,48,0.677259303288015,
627,TRUE,0,12958,110,62,0.702752563038231,
628,TRUE,0,12958,110,68,0.58928466234878,
629,TRUE,0,12958,110,37,0.625817424915811,
630,TRUE,0,12958,110,60,0.613797612080401,
631,TRUE,0,12958,110,50,0.741847499585228,
632,TRUE,0,12958,110,49,0.749479562923554,
633,TRUE,0,12958,110,49,0.659535504526793,
634,TRUE,0,12958,110,47,0.7462075866867,
635,TRUE,0,12958,110,53,0.589190210108466,
636,TRUE,0,12958,110,51,0.721099587942536,
637,TRUE,0,12958,110,50,0.721683552702814,
638,TRUE,0,12958,110,49,0.545626042057158,
639,TRUE,0,12958,110,57,0.582702019390817,
640,TRUE,0,12958,110,37,0.807498537031676,
641,TRUE,0,12958,110,56,0.636771871318828,
642,TRUE,0,12958,110,48,0.742257712730654,
643,TRUE,0,12958,110,57,0.722725420768037,
644,TRUE,0,12958,110,44,0.65234519499584,
645,TRUE,0,12958,110,49,0.754912473113643,
646,TRUE,0,12958,110,61,0.717613022996622,
647,TRUE,0,12958,110,37,0.62902008874368,
648,TRUE,0,12958,110,48,0.718618127999472,
649,TRUE,0,12958,110,70,0.736349823999424,
650,TRUE,0,12958,110,54,0.716054212111007,
651,TRUE,0,12958,110,48,0.425859831699613,
652,TRUE,0,12958,110,59,0.638821629332165,
653,TRUE,0,12958,110,72,0.697250228169349,
654,TRUE,0,12958,110,52,0.706857454620486,
655,TRUE,0,12958,110,69,0.672556332494836,
656,TRUE,0,12958,110,57,0.623887978112042,
657,TRUE,0,12958,110,63,0.582396661637842,
658,TRUE,0,12958,110,42,0.567224012351738,
659,TRUE,0,12958,110,53,0.493439967237901,
660,TRUE,0,12958,110,53,0.678410542395037,
661,TRUE,0,12958,110,56,0.663153209401402,
662,TRUE,0,12958,110,57,0.58574006684688,
663,TRUE,0,12958,110,36,0.725699577977758,
664,TRUE,0,12958,110,54,0.666510435052542,
665,TRUE,0,12958,110,47,0.796791199321219,
666,TRUE,0,12958,110,52,0.763978659962027,
667,TRUE,0,12958,110,61,0.708031088554795,
668,TRUE,0,12958,110,49,0.691487692807628,
669,TRUE,0,12958,110,71,0.650703207808408,
670,TRUE,0,12958,110,66,0.646059078774513,
671,TRUE,0,12958,110,70,0.686310420538177,
672,TRUE,0,12958,110,43,0.634162240144126,
673,TRUE,0,12958,110,62,0.632924857187653,
674,TRUE,0,12958,110,56,0.79294967193073,
675,TRUE,0,12958,110,48,0.663604887832083,
676,TRUE,0,12958,110,52,0.734756845365746,
677,TRUE,0,12958,110,53,0.459381424689445,
678,TRUE,0,12958,110,54,0.601425889863339,
679,TRUE,0,12958,110,44,0.657812009871087,
680,TRUE,0,12958,110,63,0.759474653916967,
681,TRUE,0,12958,110,51,0.673095820145723,
682,TRUE,0,12958,110,54,0.610597146394927,
683,TRUE,0,12958,110,60,0.696087747052671,
684,TRUE,0,12958,110,51,0.739076579720773,
685,TRUE,0,12958,110,49,0.725415354950488,
686,TRUE,0,12958,110,61,0.504092682162996,
687,TRUE,0,12958,110,56,0.634370964775136,
688,TRUE,0,12958,110,56,0.569335225288358,
689,TRUE,0,12958,110,55,0.661251625087489,
690,TRUE,0,12958,110,48,0.690711833237803,
691,TRUE,0,12958,110,65,0.67156057880115,
692,TRUE,0,12958,110,53,0.80482910913624,
693,TRUE,0,12958,110,55,0.8000034693039,
694,TRUE,0,12958,110,60,0.676348543935648,
695,TRUE,0,12958,110,52,0.729641249786633,
696,TRUE,0,12958,110,44,0.575371364950136,
697,TRUE,0,12958,110,62,0.706381195081091,
698,TRUE,0,12958,110,55,0.790445787293328,
699,TRUE,0,12958,110,58,0.630748663470436,
700,TRUE,0,12958,110,70,0.650062740143354,
701,TRUE,0,12958,110,49,0.550827255172984,
702,TRUE,0,12958,110,55,0.697019467442635,
703,TRUE,0,12958,110,71,0.667713351011245,
704,TRUE,0,12958,110,43,0.616642283239632,
705,TRUE,0,12958,110,76,0.649706424033978,
706,TRUE,0,12958,110,74,0.667997057644359,
707,TRUE,0,12958,110,65,0.658466579813656,
708,TRUE,0,12958,110,44,0.706234037958014,
709,TRUE,0,12958,110,54,0.770017332934201,
710,TRUE,0,12958,110,56,0.622654022269951,
711,TRUE,0,12958,110,48,0.604756018530424,
712,TRUE,0,12958,110,65,0.670884936233398,
713,TRUE,0,12958,110,49,0.758507700372825,
714,TRUE,0,12958,110,39,0.719554593569552,
715,TRUE,0,12958,110,56,0.789896508018953,
716,TRUE,0,12958,110,48,0.801501499409193,
717,TRUE,0,12958,110,65,0.675685514208703,
718,TRUE,0,12958,110,59,0.608414050421726,
719,TRUE,0,12958,110,33,0.637995473985738,
720,TRUE,0,12958,110,59,0.533704482439353,
721,TRUE,0,12958,110,65,0.628909848383413,
722,TRUE,0,12958,110,70,0.666073305449488,
723,TRUE,0,12958,110,56,0.70372433121074,
724,TRUE,0,12958,110,45,0.607956187344759,
725,TRUE,0,12958,110,75,0.651212845063883,
726,TRUE,0,12958,110,58,0.643137829884899,
727,TRUE,0,12958,110,47,0.740452045008482,
728,TRUE,0,12958,110,47,0.687945941172881,
729,TRUE,0,12958,110,58,0.77846778869329,
730,TRUE,0,12958,110,64,0.680791823657755,
731,TRUE,0,12958,110,58,0.632485854543536,
732,TRUE,0,12958,110,55,0.660113227809379,
733,TRUE,0,12958,110,55,0.576740954013384,
734,TRUE,0,12958,110,56,0.769635803367897,
735,TRUE,0,12958,110,69,0.761134170048836,
736,TRUE,0,12958,110,53,0.547695135493063,
737,TRUE,0,12958,110,64,0.609463350175684,
738,TRUE,0,12958,110,57,0.644958536591317,
739,TRUE,0,12958,110,58,0.528644387202256,
740,TRUE,0,12958,110,54,0.707109905593964,
741,TRUE,0,12958,110,66,0.552374980354772,
742,TRUE,0,12958,110,69,0.653419022986927,
743,TRUE,0,12958,110,60,0.618195078175852,
744,TRUE,0,12958,110,47,0.794627985605413,
745,TRUE,0,12958,110,52,0.47281764276698,
746,TRUE,0,12958,110,48,0.734318526104815,
747,TRUE,0,12958,110,43,0.752932045929587,
748,TRUE,2,12958,110,53,0.613686867815894,
749,TRUE,0,12958,110,55,0.66827113968749,
750,TRUE,0,12958,110,45,0.760250044013586,
751,TRUE,0,12958,110,46,0.671758420968305,
752,TRUE,0,12958,110,55,0.661503582227393,
753,TRUE,0,12958,110,50,0.565308406579204,
754,TRUE,0,12958,110,51,0.611835986019606,
755,TRUE,0,12958,110,58,0.707066641517219,
756,TRUE,1,12958,110,51,0.63889516796718,
757,TRUE,0,12958,110,55,0.698748682694807,
758,TRUE,0,12958,110,59,0.64903215713237,
759,TRUE,0,12958,110,48,0.66871722287957,
760,TRUE,0,12958,110,52,0.541965471993366,
761,TRUE,0,12958,110,64,0.682495890882553,
762,TRUE,0,12958,110,37,0.648191206713723,
763,TRUE,0,12958,110,36,0.733390024138312,
764,TRUE,0,12958,110,52,0.770636550759321,
765,TRUE,0,12958,110,40,0.814651030056512,
766,TRUE,0,12958,110,39,0.781618629071036,
767,TRUE,0,12958,110,64,0.599076844975305,
768,TRUE,0,12958,110,54,0.803498127066891,
769,TRUE,0,12958,110,64,0.655289436046929,
770,TRUE,0,12958,110,42,0.477492501744828,
771,TRUE,0,12958,110,54,0.555233129881653,
772,TRUE,0,12958,110,66,0.547939870150153,
773,TRUE,0,12958,110,49,0.786005997834186,
774,TRUE,0,12958,110,50,0.448160115065275,
775,TRUE,0,12958,110,55,0.632529862820174,
776,TRUE,0,12958,110,58,0.657502228373333,
777,TRUE,0,12958,110,51,0.674883821466081,
778,TRUE,0,12958,110,40,0.731161669366168,
779,TRUE,0,12958,110,46,0.686475008815036,
780,TRUE,2,12958,111,57,0.682708499838487,
781,TRUE,0,12958,110,57,0.715535569479208,
782,TRUE,1,12958,110,57,0.598542576376782,
783,TRUE,0,12958,110,43,0.719578053775017,
784,TRUE,0,12958,110,49,0.644261950919077,
785,TRUE,0,12958,110,62,0.699422317877077,
786,TRUE,0,12958,110,44,0.622618039895122,
787,TRUE,0,12958,110,52,0.723973663419571,
788,TRUE,0,12958,110,60,0.641975318157373,
789,TRUE,0,12958,110,46,0.683879069358536,
790,TRUE,0,12958,110,65,0.708181165260782,
791,TRUE,0,12958,110,52,0.727051716372952,
792,TRUE,0,12958,110,59,0.587786955419861,
793,TRUE,0,12958,110,54,0.673144254142723,
794,TRUE,0,12958,110,47,0.705523875646046,
795,TRUE,0,12958,110,56,0.60837829899262,
796,TRUE,0,12958,110,64,0.680839679887487,
797,TRUE,0,12958,110,50,0.727658925551419,
798,TRUE,0,12958,110,76,0.654143418785264,
799,TRUE,0,12958,110,44,0.667437640214986,
800,TRUE,0,12958,110,49,0.744797766301964,
801,TRUE,0,12958,110,61,0.636373150647341,
802,TRUE,0,12958,110,35,0.621450944033583,
803,TRUE,0,12958,110,61,0.634374256536513,
804,TRUE,0,12958,110,48,0.554405812429084,
805,TRUE,0,12958,110,49,0.640246842561497,
806,TRUE,0,12958,110,59,0.633792690870963,
807,TRUE,0,12958,110,48,0.725295882145601,
808,TRUE,0,12958,110,55,0.677789037927589,
809,TRUE,0,12958,110,58,0.684604061396762,
810,TRUE,0,12958,110,71,0.645412353614032,
811,TRUE,0,12958,110,50,0.771221504266058,
812,TRUE,0,12958,110,56,0.695169142449575,
813,TRUE,0,12958,110,45,0.800493644343511,
814,TRUE,0,12958,110,47,0.728158675478523,
815,TRUE,0,12958,110,41,0.734950783755632,
816,TRUE,0,12958,110,54,0.745477432482891,
817,TRUE,0,12958,110,61,0.564761498827571,
818,TRUE,0,12958,110,49,0.616027401625465,
819,TRUE,0,12958,110,63,0.816226053204492,
820,TRUE,1,12958,110,52,0.443125360098434,
821,TRUE,0,12958,110,68,0.747129199729467,
822,TRUE,0,12958,110,56,0.616945172098319,
823,TRUE,0,12958,110,55,0.693075100208364,
824,TRUE,0,12958,110,57,0.618910254765473,
825,TRUE,0,12958,110,49,0.38643578858463,
826,TRUE,0,12958,110,63,0.726826278879166,
827,TRUE,0,12958,110,57,0.70125144708434,
828,TRUE,0,12958,110,33,0.712897330627499,
829,TRUE,0,12958,110,54,0.567805110309375,
830,TRUE,0,12958,110,67,0.664477020308944,
831,TRUE,0,12958,110,56,0.655672625833121,
832,TRUE,0,12958,110,46,0.677770321773019,
833,TRUE,0,12958,110,59,0.668026038326755,
834,TRUE,0,12958,110,51,0.418601833266709,
835,TRUE,0,12958,110,35,0.759868015486068,
836,TRUE,0,12958,110,52,0.776718695206867,
837,TRUE,0,12958,110,54,0.656011371588991,
838,TRUE,0,12958,110,63,0.701038676438197,
839,TRUE,0,12958,110,40,0.677656057604468,
840,TRUE,0,12958,110,67,0.651591806576787,
841,TRUE,0,12958,110,69,0.68901976967052,
842,TRUE,0,12958,110,53,0.774718254145816,
843,TRUE,0,12958,110,47,0.733125448576806,
844,TRUE,0,12958,110,58,0.705817737246714,
845,TRUE,0,12958,110,73,0.686431981879801,
846,TRUE,0,12958,110,64,0.654580768532637,
847,TRUE,0,12958,110,55,0.679706596619622,
848,TRUE,0,12958,110,54,0.605176483550211,
849,TRUE,0,12958,110,45,0.805685695405802,
850,TRUE,0,12958,110,46,0.704019139656762,
851,TRUE,0,12958,110,55,0.76423830495733,
852,TRUE,0,12958,110,52,0.689678221192448,
853,TRUE,0,12958,110,53,0.772610688206068,
854,TRUE,0,12958,110,59,0.676436848429591,
855,TRUE,0,12958,110,50,0.346489539681094,
856,TRUE,0,12958,110,57,0.671434880421524,
857,TRUE,0,12958,110,53,0.421913219944254,
858,TRUE,0,12958,110,57,0.587704187162809,
859,TRUE,0,12958,110,50,0.428418461829127,
860,TRUE,0,12958,110,62,0.719293340726108,
861,TRUE,0,12958,110,51,0.689316597081065,
862,TRUE,0,12958,110,49,0.686138679111368,
863,TRUE,0,12958,110,47,0.539072429162875,
864,TRUE,0,12958,110,57,0.672507718962271,
865,TRUE,61,12958,112,52,0.677278038920607,
866,TRUE,0,12958,110,45,0.676660183716396,
867,TRUE,0,12958,110,67,0.708087213362631,
868,TRUE,0,12958,110,67,0.605835745013273,
869,TRUE,0,12958,110,39,0.66945375418905,
870,TRUE,0,12958,110,47,0.478903596245578,
871,TRUE,0,12958,110,51,0.717656642430946,
872,TRUE,0,12958,110,64,0.64332000009005,
873,TRUE,0,12958,110,70,0.731766378200465,
874,TRUE,0,12958,110,54,0.657655011670379,
875,TRUE,0,12958,110,69,0.645687649502872,
876,TRUE,0,12958,110,55,0.621130682272852,
877,TRUE,0,12958,110,51,0.722233232152204,
878,TRUE,0,12958,110,45,0.424419831029202,
879,TRUE,0,12958,110,42,0.70221844475866,
880,TRUE,0,12958,110,69,0.686587527282975,
881,TRUE,0,12958,110,49,0.638848052900568,
882,TRUE,0,12958,110,58,0.507543092778226,
883,TRUE,0,12958,110,69,0.710919896425347,
884,TRUE,0,12958,110,66,0.676849921811076,
885,TRUE,0,12958,110,70,0.734275403964637,
886,TRUE,0,12958,110,74,0.655686650707904,
887,TRUE,0,12958,110,72,0.583154278855129,
888,TRUE,0,12958,110,49,0.696668680195052,
889,TRUE,0,12958,110,57,0.668666246079743,
890,TRUE,0,12958,110,41,0.473378811653638,
891,TRUE,0,12958,110,56,0.62822161110644,
892,TRUE,0,12958,110,71,0.740716490469747,
893,TRUE,0,12958,110,58,0.689513575063091,
894,TRUE,0,12958,110,51,0.772814030056381,
895,TRUE,0,12958,110,52,0.737224493405264,
896,TRUE,0,12958,110,60,0.654643492219919,
897,TRUE,0,12958,110,48,0.773643737611433,
898,TRUE,0,12958,110,44,0.726434720791836,
899,TRUE,0,12958,110,43,0.740682462905321,
900,TRUE,0,12958,110,67,0.67437848827717,
901,TRUE,0,12958,110,47,0.674640373533317,
902,TRUE,0,12958,110,72,0.706688869186595,
903,TRUE,0,12958,110,53,0.739872972216833,
904,TRUE,0,12958,110,50,0.614734658764217,
905,TRUE,0,12958,110,67,0.760883577698098,
906,TRUE,0,12958,110,50,0.600616312624311,
907,TRUE,0,12958,110,47,0.513139190061958,
908,TRUE,0,12958,110,63,0.655242383345256,
909,TRUE,0,12958,110,42,0.687307908028896,
910,TRUE,0,12958,110,65,0.618282450734136,
911,TRUE,0,12958,110,49,0.549560850855944,
912,TRUE,0,12958,110,52,0.600985445180399,
913,TRUE,0,12958,110,46,0.581586123402336,
914,TRUE,0,12958,110,47,0.676499666928835,
915,TRUE,0,12958,110,71,0.577090930380531,
916,TRUE,0,12958,110,67,0.64173033800981,
917,TRUE,0,12958,110,53,0.61706529777479,
918,TRUE,0,12958,110,54,0.627069407276537,
919,TRUE,0,12958,110,74,0.647377729766324,
920,TRUE,0,12958,110,61,0.619333671628738,
921,TRUE,0,12958,110,60,0.571624563411782,
922,TRUE,0,12958,110,57,0.632745849526667,
923,TRUE,0,12958,110,42,0.627448754402129,
924,TRUE,0,12958,110,47,0.746660859298364,
925,TRUE,0,12958,110,61,0.773041033910953,
926,TRUE,0,12958,110,60,0.541349620368606,
927,TRUE,0,12958,110,50,0.629550386228987,
928,TRUE,0,12958,110,42,0.772418628424402,
929,TRUE,0,12958,110,56,0.684416186571998,
930,TRUE,0,12958,110,56,0.673807622902906,
931,TRUE,0,12958,110,59,0.705581466388767,
932,TRUE,0,12958,110,65,0.685660198493234,
933,TRUE,0,12958,110,48,0.643774449575312,
934,TRUE,0,12958,110,58,0.637751965611262,
935,TRUE,0,12958,110,75,0.671687306477271,
936,TRUE,0,12958,110,50,0.775732253223397,
937,TRUE,0,12958,110,51,0.784893102041369,
938,TRUE,0,12958,110,50,0.322742564867926,
939,TRUE,0,12958,110,59,0.549780968415933,
940,TRUE,0,12958,110,49,0.820855119830511,
941,TRUE,0,12958,110,49,0.686235827149222,
942,TRUE,0,12958,110,57,0.542879655832501,
943,TRUE,0,12958,110,54,0.673608833180263,
944,TRUE,0,12958,110,48,0.822627980432889,
945,TRUE,0,12958,110,43,0.740859141026763,
946,TRUE,0,12958,110,73,0.704996712750048,
947,TRUE,0,12958,110,45,0.727897350177968,
948,TRUE,0,12958,110,51,0.709023027833788,
949,TRUE,0,12958,110,56,0.621909823094104,
950,TRUE,0,12958,110,57,0.64878723562463,
951,TRUE,0,12958,110,67,0.679664205229155,
952,TRUE,0,12958,110,39,0.730283963737412,
953,TRUE,0,12958,110,55,0.618398111227876,
954,TRUE,0,12958,110,37,0.626296900938524,
955,TRUE,0,12958,110,42,0.622037197409741,
956,TRUE,0,12958,110,75,0.719567076237967,
957,TRUE,0,12958,110,56,0.635232804587342,
958,TRUE,0,12958,110,64,0.661510526522675,
959,TRUE,0,12958,110,51,0.677300856666041,
960,TRUE,0,12958,110,60,0.685624405235658,
961,TRUE,0,12958,110,60,0.639989797554675,
962,TRUE,0,12958,110,37,0.590429936192307,
963,TRUE,0,12958,110,53,0.645252653105433,
964,TRUE,0,12958,110,57,0.609063764440708,
965,TRUE,0,12958,110,56,0.684916589566605,
966,TRUE,0,12958,110,39,0.489558741424522,
967,TRUE,1,12958,110,58,0.645883218430595,
968,TRUE,0,12958,110,73,0.726225515168687,
969,TRUE,0,12958,110,57,0.770290351450686,
970,TRUE,0,12958,110,54,0.628994702984012,
971,TRUE,0,12958,110,64,0.603660846198253,
972,TRUE,0,12958,110,52,0.804835646825487,
973,TRUE,0,12958,110,39,0.660921852398022,
974,TRUE,0,12958,110,41,0.698479387834175,
975,TRUE,0,12958,110,54,0.768502253821888,
976,TRUE,0,12958,110,53,0.681681380214993,
977,TRUE,0,12958,110,48,0.753914121217133,
978,TRUE,0,12958,110,58,0.700532299979221,
979,TRUE,0,12958,110,66,0.637768604770914,
980,TRUE,0,12958,110,56,0.714784394984526,
981,TRUE,0,12958,110,58,0.672157199273374,
982,TRUE,0,12958,110,59,0.752964589332396,
983,TRUE,0,12958,110,69,0.659338670823767,
984,TRUE,0,12958,110,51,0.803591305667318,
985,TRUE,0,12958,110,62,0.62979904395099,
986,TRUE,0,12958,110,60,0.676251245694886,
987,TRUE,0,12958,110,46,0.71293045384629,
988,TRUE,1,12958,110,48,0.672136622749486,
989,TRUE,0,12958,110,71,0.601551295137513,
990,TRUE,0,12958,110,67,0.637676104042206,
991,TRUE,0,12958,110,51,0.690003375908071,
992,TRUE,0,12958,110,60,0.758581388723936,
993,TRUE,0,12958,110,66,0.708137357962024,
994,TRUE,0,12958,110,63,0.694091867764039,
995,TRUE,0,12958,110,74,0.620628722192244,
996,TRUE,0,12958,110,52,0.695885976043595,
997,TRUE,0,12958,110,71,0.63458904744725,
998,TRUE,0,12958,110,45,0.571710950240487,
999,TRUE,0,12958,110,41,0.626291971539899,
1000,TRUE,0,12958,110,39,0.745560527598384,
1001,TRUE,0,12958,110,50,0.630831427874404,
1002,TRUE,0,12958,110,58,0.553557839510819,
1003,TRUE,0,12958,110,53,0.645006973904441,
1004,TRUE,0,12958,110,63,0.618762838464035,
1005,TRUE,0,12958,110,53,0.60432465311207,
1006,TRUE,0,12958,110,69,0.656813788058155,
1007,TRUE,0,12958,110,68,0.591188493900126,
1008,TRUE,0,12958,110,56,0.705998016439862,
1009,TRUE,0,12958,110,61,0.507399107334662,
1010,TRUE,0,12958,110,42,0.722368894697327,
1011,TRUE,0,12958,110,53,0.610229578773707,
1012,TRUE,0,12958,110,65,0.659003727119926,
1013,TRUE,0,12958,110,40,0.596436480306946,
1014,TRUE,0,12958,110,57,0.780211444859964,
1015,TRUE,0,12958,110,54,0.596005818065882,
1016,TRUE,0,12958,110,57,0.586961167522507,
1017,TRUE,0,12958,110,34,0.732146211456609,
1018,TRUE,0,12958,110,47,0.676580295405043,
1019,TRUE,0,12958,110,57,0.524982005612874,
1020,TRUE,0,12958,110,70,0.65245993967471,
1021,TRUE,0,12958,110,59,0.666685248012073,
1022,TRUE,0,12958,110,45,0.74323421155889,
1023,TRUE,0,12958,110,60,0.545835848300957,
1024,TRUE,0,12958,110,55,0.674485498449948,
1025,TRUE,2,12958,110,58,0.69317859934038,
1026,TRUE,0,12958,110,56,0.574834015682759,
1027,TRUE,0,12958,110,59,0.666583764815339,
1028,TRUE,0,12958,110,43,0.51849219496606,
1029,TRUE,0,12958,110,57,0.694553424514845,
1030,TRUE,0,12958,110,56,0.644420266823921,
1031,TRUE,0,12958,110,48,0.515724659224447,
1032,TRUE,0,12958,110,70,0.653477843262767,
1033,TRUE,0,12958,110,63,0.624859629086592,
1034,TRUE,0,12958,110,52,0.607204215259754,
1035,TRUE,0,12958,110,50,0.7403225280358,
1036,TRUE,0,12958,110,65,0.695880739651697,
1037,TRUE,0,12958,110,40,0.745053029316563,
1038,TRUE,0,12958,110,53,0.756461207101748,
1039,TRUE,1,12958,110,50,0.578521014497614,
1040,TRUE,0,12958,110,53,0.625738117968991,
1041,TRUE,0,12958,110,46,0.561359506267619,
1042,TRUE,0,12958,110,70,0.643325673062754,
1043,TRUE,0,12958,110,56,0.65630166903737,
1044,TRUE,0,12958,110,46,0.65487674039358,
1045,TRUE,0,12958,110,63,0.766800160202393,
1046,TRUE,0,12958,110,47,0.611931091230668,
1047,TRUE,0,12958,110,64,0.725003571011225,
1048,TRUE,0,12958,110,53,0.797292955039899,
1049,TRUE,0,12958,110,60,0.681922632451787,
1050,TRUE,0,12958,110,62,0.599718931314168,
1051,TRUE,0,12958,110,41,0.790495173736378,
1052,TRUE,0,12958,110,56,0.792561160398626,
1053,TRUE,0,12958,110,62,0.696492906761414,
1054,TRUE,0,12958,110,51,0.576272599183908,
1055,TRUE,0,12958,110,54,0.736855519551905,
1056,TRUE,0,12958,110,58,0.706120363123898,
1057,TRUE,0,12958,110,60,0.598297649127088,
1058,TRUE,0,12958,110,43,0.594501295135815,
1059,TRUE,0,12958,110,41,0.707569792685478,
1060,TRUE,0,12958,110,62,0.620271152855665,
1061,TRUE,0,12958,110,52,0.737506964251031,
1062,TRUE,0,12958,110,57,0.65857260645394,
1063,TRUE,0,12958,110,64,0.597080286769115,
1064,TRUE,0,12958,110,46,0.746187243279538,
1065,TRUE,1,12958,110,69,0.711214160513826,
1066,TRUE,0,12958,110,42,0.658804339879347,
1067,TRUE,0,12958,110,54,0.680111470746787,
1068,TRUE,0,12958,110,62,0.579126847032419,
1069,TRUE,0,12958,110,65,0.777896019782163,
1070,TRUE,0,12958,110,62,0.646276937376589,
1071,TRUE,0,12958,110,76,0.631660145514299,
1072,TRUE,0,12958,110,64,0.620056963196616,
1073,TRUE,0,12958,110,69,0.742244815165021,
1074,TRUE,65,12958,110,46,0.681024985112433,
1075,TRUE,0,12958,110,59,0.760793972497428,
1076,TRUE,0,12958,110,47,0.64268460908269,
1077,TRUE,0,12958,110,60,0.698199672267533,
1078,TRUE,0,12958,110,40,0.61311288996247,
1079,TRUE,0,12958,110,54,0.852894698224892,
1080,TRUE,0,12958,110,50,0.646852510906253,
1081,TRUE,0,12958,110,44,0.637295470964293,
1082,TRUE,0,12958,110,53,0.704709939700217,
1083,TRUE,0,12958,110,62,0.592422354791772,
1084,TRUE,0,12958,110,58,0.770211112526113,
1085,TRUE,0,12958,110,65,0.675471180044841,
1086,TRUE,0,12958,110,58,0.615277100631763,
1087,TRUE,0,12958,110,67,0.647256629762725,
1088,TRUE,0,12958,110,44,0.355790945143135,
1089,TRUE,0,12958,110,39,0.756085215763257,
1090,TRUE,0,12958,110,66,0.698663403808475,
1091,TRUE,0,12958,110,60,0.609979040900805,
1092,TRUE,1,12958,110,51,0.656309375641158,
1093,TRUE,0,12958,110,36,0.61777520739024,
1094,TRUE,0,12958,110,58,0.791096721110663,
1095,TRUE,0,12958,110,48,0.733727909261391,
1096,TRUE,0,12958,110,51,0.625693766646084,
1097,TRUE,0,12958,110,52,0.74649772360493,
1098,TRUE,0,12958,110,57,0.713390994514865,
1099,TRUE,0,12958,110,42,0.742264047922312,
1100,TRUE,0,12958,110,55,0.596784514191749,
1101,TRUE,0,12958,110,48,0.646287236113529,
1102,TRUE,0,12958,110,63,0.71981976643831,
1103,TRUE,0,12958,110,46,0.644651077359277,
1104,TRUE,0,12958,110,61,0.699727947262117,
1105,TRUE,0,12958,110,61,0.638586916980493,
