"Iteration","Converged","SignificantOSAGenes","CommonGenes","EligiblePoolGenes","SameSignSelectedGenes","SelectedPearson","Error"
1106,TRUE,0,12958,110,49,0.738665165604944,
1107,TRUE,0,12958,110,54,0.815787216593116,
1108,TRUE,0,12958,110,57,0.63939710526628,
1109,TRUE,0,12958,110,79,0.680730102392702,
1110,TRUE,0,12958,110,77,0.702275469053913,
1111,TRUE,0,12958,110,54,0.713077099631447,
1112,TRUE,0,12958,110,50,0.68022210182446,
1113,TRUE,0,12958,110,65,0.582258689639022,
1114,TRUE,0,12958,110,69,0.664213982370434,
1115,TRUE,0,12958,110,60,0.704587365737218,
1116,TRUE,0,12958,110,55,0.71472676777503,
1117,TRUE,0,12958,110,47,0.77942318059148,
1118,TRUE,0,12958,110,60,0.612214468681912,
1119,TRUE,0,12958,110,61,0.648186026677986,
1120,TRUE,0,12958,110,49,0.555482623370285,
1121,TRUE,0,12958,110,54,0.645988023044892,
1122,TRUE,0,12958,110,48,0.745821358530552,
1123,TRUE,0,12958,110,64,0.624103661936219,
1124,TRUE,0,12958,110,56,0.672565880925656,
1125,TRUE,0,12958,110,44,0.481647932262839,
1126,TRUE,0,12958,110,59,0.564164139395021,
1127,TRUE,0,12958,110,55,0.675456183079543,
1128,TRUE,0,12958,110,55,0.714495572918308,
1129,TRUE,0,12958,110,65,0.545170179874693,
1130,TRUE,0,12958,110,55,0.540541519532595,
1131,TRUE,0,12958,110,71,0.660545658710563,
1132,TRUE,0,12958,110,56,0.772576933349006,
1133,TRUE,0,12958,110,62,0.662986197493098,
1134,TRUE,0,12958,110,57,0.563556424253035,
1135,TRUE,0,12958,110,45,0.766942168347895,
1136,TRUE,0,12958,110,41,0.559562914207276,
1137,TRUE,0,12958,110,54,0.553173906979845,
1138,TRUE,0,12958,110,65,0.65907018195518,
1139,TRUE,0,12958,110,50,0.702880227942171,
1140,TRUE,0,12958,110,71,0.642393843933496,
1141,TRUE,0,12958,110,64,0.705687267023672,
1142,TRUE,0,12958,110,36,0.449322721614922,
1143,TRUE,0,12958,110,66,0.732741174916693,
1144,TRUE,0,12958,110,74,0.694256722726508,
1145,TRUE,0,12958,110,47,0.545819132110535,
1146,TRUE,0,12958,110,54,0.599409454115078,
1147,TRUE,0,12958,110,46,0.758312806966134,
1148,TRUE,0,12958,110,44,0.799837858020025,
1149,TRUE,0,12958,110,72,0.621805880840092,
1150,TRUE,0,12958,110,62,0.690221803080577,
1151,TRUE,0,12958,110,53,0.702455613087783,
1152,TRUE,0,12958,110,43,0.657852913959279,
1153,TRUE,0,12958,110,44,0.768957549941093,
1154,TRUE,0,12958,110,56,0.652878477284162,
1155,TRUE,0,12958,110,66,0.736145506285347,
1156,TRUE,0,12958,110,50,0.690684344088382,
1157,TRUE,0,12958,110,62,0.753852634066685,
1158,TRUE,0,12958,110,58,0.651932165597015,
1159,TRUE,0,12958,110,67,0.623854914024052,
1160,TRUE,0,12958,110,54,0.608023979335021,
1161,TRUE,0,12958,110,47,0.720575294217194,
1162,TRUE,1,12958,110,40,0.575636282930638,
1163,TRUE,0,12958,110,67,0.718359351110269,
1164,TRUE,0,12958,110,59,0.648261264632065,
1165,TRUE,0,12958,110,38,0.549808587171471,
1166,TRUE,0,12958,110,71,0.676533640473081,
1167,TRUE,0,12958,110,45,0.678764036917845,
1168,TRUE,0,12958,110,59,0.719532946411319,
1169,TRUE,0,12958,110,49,0.65806493520243,
1170,TRUE,0,12958,110,41,0.779369595314174,
1171,TRUE,8,12958,110,68,0.57412407564208,
1172,TRUE,0,12958,110,39,0.724683996136578,
1173,TRUE,0,12958,110,55,0.690912347498544,
1174,TRUE,1,12958,110,62,0.681181421500306,
1175,TRUE,0,12958,110,50,0.791670286607662,
1176,TRUE,0,12958,110,58,0.713823028417624,
1177,TRUE,0,12958,110,44,0.805168871314,
1178,TRUE,0,12958,110,69,0.714197891368039,
1179,TRUE,0,12958,110,75,0.680941789829657,
1180,TRUE,0,12958,110,56,0.74731321992733,
1181,TRUE,0,12958,110,50,0.709492108239458,
1182,TRUE,0,12958,110,51,0.703097702846403,
1183,TRUE,0,12958,110,67,0.580412389834025,
1184,TRUE,0,12958,110,62,0.652095791032296,
1185,TRUE,0,12958,110,64,0.724261405119629,
1186,TRUE,0,12958,110,61,0.556369727262494,
1187,TRUE,0,12958,110,43,0.78402225639713,
1188,TRUE,0,12958,110,69,0.655573650614971,
1189,TRUE,0,12958,110,54,0.679499402114652,
1190,TRUE,0,12958,110,42,0.664838053970213,
1191,TRUE,1,12958,110,44,0.669561752287737,
1192,TRUE,0,12958,110,39,0.674128522142197,
1193,TRUE,0,12958,110,55,0.644186692769406,
1194,TRUE,0,12958,110,57,0.631346030249953,
1195,TRUE,0,12958,110,56,0.689823682504255,
1196,TRUE,0,12958,110,51,0.496998231235377,
1197,TRUE,0,12958,110,55,0.736668458945831,
1198,TRUE,0,12958,110,50,0.730113491171188,
1199,TRUE,0,12958,110,53,0.709224235953457,
1200,TRUE,0,12958,110,40,0.348538126442765,
1201,TRUE,0,12958,110,52,0.715698175961368,
1202,TRUE,0,12958,110,44,0.584559888696633,
1203,TRUE,0,12958,110,51,0.772716151383799,
1204,TRUE,0,12958,110,62,0.794072448823785,
1205,TRUE,0,12958,110,42,0.560501382316569,
1206,TRUE,0,12958,110,71,0.722210796039129,
1207,TRUE,0,12958,110,71,0.569957667578813,
1208,TRUE,0,12958,110,60,0.604058370958071,
1209,TRUE,0,12958,110,43,0.727909436599552,
1210,TRUE,0,12958,110,57,0.655631593071237,
1211,TRUE,0,12958,110,72,0.723386737063681,
1212,TRUE,0,12958,110,60,0.732473541009597,
1213,TRUE,0,12958,110,52,0.540892751548456,
1214,TRUE,0,12958,110,48,0.789522351650337,
1215,TRUE,0,12958,110,57,0.668254439254411,
1216,TRUE,0,12958,110,56,0.619749829344016,
1217,TRUE,0,12958,110,55,0.520022414644392,
1218,TRUE,0,12958,110,41,0.618869486648926,
1219,TRUE,0,12958,110,62,0.707371229129198,
1220,TRUE,3,12958,110,59,0.647527090550077,
1221,TRUE,0,12958,110,62,0.585032065038077,
1222,TRUE,0,12958,110,48,0.353486322914543,
1223,TRUE,0,12958,110,59,0.732649918289455,
1224,TRUE,0,12958,110,50,0.668954102145021,
1225,TRUE,0,12958,110,62,0.619418614404742,
1226,TRUE,0,12958,110,49,0.747933573324522,
1227,TRUE,0,12958,110,42,0.716865577989722,
1228,TRUE,0,12958,110,38,0.692188990483106,
1229,TRUE,0,12958,110,47,0.634119480678175,
1230,TRUE,0,12958,110,63,0.626445269828747,
1231,TRUE,0,12958,110,62,0.708976044032517,
1232,TRUE,0,12958,110,47,0.71587146922088,
1233,TRUE,0,12958,110,64,0.641910221089118,
1234,TRUE,0,12958,110,68,0.634529811035334,
1235,TRUE,0,12958,110,62,0.634042967022878,
1236,TRUE,0,12958,110,64,0.724164994160937,
1237,TRUE,0,12958,110,64,0.636061816350096,
1238,TRUE,0,12958,110,54,0.695971231655594,
1239,TRUE,1,12958,110,49,0.710635636440064,
1240,TRUE,0,12958,110,51,0.732727239674101,
1241,TRUE,0,12958,110,39,0.796052634568975,
1242,TRUE,0,12958,110,49,0.84026161784498,
1243,TRUE,0,12958,110,57,0.499281129520497,
1244,TRUE,0,12958,110,76,0.638817458512838,
1245,TRUE,0,12958,110,63,0.761650136915228,
1246,TRUE,0,12958,110,60,0.57842527816205,
1247,TRUE,0,12958,110,45,0.793329589231644,
1248,TRUE,0,12958,110,51,0.720290603595187,
1249,TRUE,0,12958,110,54,0.641731914856044,
1250,TRUE,0,12958,110,69,0.661079983550071,
1251,TRUE,0,12958,110,58,0.654519269448364,
1252,TRUE,0,12958,110,51,0.721239543831258,
1253,TRUE,0,12958,110,62,0.657872772021537,
1254,TRUE,0,12958,110,69,0.721530394383453,
1255,TRUE,0,12958,110,44,0.713199699138767,
1256,TRUE,0,12958,110,55,0.776760813387098,
1257,TRUE,0,12958,110,52,0.727993279016823,
1258,TRUE,0,12958,110,52,0.833904807086218,
1259,TRUE,0,12958,110,61,0.685280278288745,
1260,TRUE,0,12958,110,57,0.55142630896355,
1261,TRUE,0,12958,110,52,0.680540397905501,
1262,TRUE,0,12958,110,47,0.661918210697239,
1263,TRUE,0,12958,110,62,0.639712641041235,
1264,TRUE,0,12958,110,59,0.657927756657862,
1265,TRUE,0,12958,110,47,0.787034388759143,
1266,TRUE,0,12958,110,60,0.597635115158277,
1267,TRUE,0,12958,110,68,0.691517301781152,
1268,TRUE,0,12958,110,52,0.640055954022501,
1269,TRUE,0,12958,110,65,0.752278481989106,
1270,TRUE,0,12958,110,47,0.80680141658534,
1271,TRUE,0,12958,110,49,0.712180905614012,
1272,TRUE,0,12958,110,62,0.735259723211,
1273,TRUE,0,12958,110,65,0.604341971497982,
1274,TRUE,1,12958,110,66,0.582962752645133,
1275,TRUE,0,12958,110,64,0.637215970236612,
1276,TRUE,0,12958,110,47,0.814593455350786,
1277,TRUE,0,12958,110,74,0.639233278585188,
1278,TRUE,0,12958,110,50,0.647372604729406,
1279,TRUE,0,12958,110,63,0.666345053422563,
1280,TRUE,0,12958,110,44,0.715713421859022,
1281,TRUE,0,12958,110,51,0.657150695739168,
1282,TRUE,0,12958,110,74,0.661965039231714,
1283,TRUE,0,12958,110,36,0.731295507270709,
1284,TRUE,0,12958,110,64,0.64360803521197,
1285,TRUE,0,12958,110,70,0.715929922652563,
1286,TRUE,0,12958,110,44,0.535117826852376,
1287,TRUE,0,12958,110,48,0.667573061061282,
1288,TRUE,0,12958,110,47,0.852945531837878,
1289,TRUE,0,12958,110,63,0.703346684251983,
1290,TRUE,0,12958,110,49,0.645689243152048,
1291,TRUE,0,12958,110,45,0.853145489453354,
1292,TRUE,0,12958,110,74,0.712076122092396,
1293,TRUE,0,12958,110,73,0.657141959535484,
1294,TRUE,0,12958,110,49,0.788188677142355,
1295,TRUE,0,12958,110,71,0.662310414160948,
1296,TRUE,0,12958,110,60,0.758323150148507,
1297,TRUE,0,12958,110,61,0.619780806564677,
1298,TRUE,0,12958,110,46,0.390559283251779,
1299,TRUE,0,12958,110,69,0.688926036072531,
1300,TRUE,0,12958,110,62,0.748832762615175,
1301,TRUE,0,12958,110,66,0.645940841806182,
1302,TRUE,0,12958,110,67,0.715553792626494,
1303,TRUE,0,12958,110,46,0.649878177003284,
1304,TRUE,0,12958,110,74,0.625683184759148,
1305,TRUE,0,12958,110,56,0.66075779913511,
1306,TRUE,0,12958,110,57,0.702998629255881,
1307,TRUE,0,12958,110,59,0.643125257109878,
1308,TRUE,0,12958,110,46,0.76584818737174,
1309,TRUE,0,12958,110,65,0.645534569030052,
1310,TRUE,0,12958,110,51,0.707986422527241,
1311,TRUE,0,12958,110,65,0.689786500607118,
1312,TRUE,0,12958,110,63,0.731066047219089,
1313,TRUE,0,12958,110,59,0.607025745419381,
1314,TRUE,0,12958,110,46,0.791303907512508,
1315,TRUE,0,12958,110,61,0.727138751467969,
1316,TRUE,0,12958,110,52,0.64423794526272,
1317,TRUE,0,12958,110,52,0.681516180510857,
1318,TRUE,0,12958,110,56,0.674281061197818,
1319,TRUE,0,12958,110,35,0.793900266535875,
1320,TRUE,0,12958,110,54,0.65149103006942,
1321,TRUE,0,12958,110,59,0.657067083126775,
1322,TRUE,0,12958,110,67,0.688557584737174,
1323,TRUE,0,12958,110,44,0.639191964933349,
1324,TRUE,0,12958,110,76,0.573265998512378,
1325,TRUE,0,12958,110,61,0.603647581830389,
1326,TRUE,0,12958,110,32,0.624100718275426,
1327,TRUE,0,12958,110,49,0.732517058450186,
1328,TRUE,0,12958,110,42,0.71804243512446,
1329,TRUE,0,12958,110,71,0.679179877054981,
1330,TRUE,0,12958,110,46,0.692237938392618,
1331,TRUE,0,12958,110,64,0.634318503383094,
1332,TRUE,0,12958,110,61,0.651324995905788,
1333,TRUE,0,12958,110,72,0.740813609419865,
1334,TRUE,0,12958,110,50,0.759147418874478,
1335,TRUE,0,12958,110,42,0.708629733545898,
1336,TRUE,0,12958,110,63,0.558572525037066,
1337,TRUE,0,12958,110,44,0.790508541006984,
1338,TRUE,0,12958,110,58,0.59075268742817,
1339,TRUE,0,12958,110,45,0.399586547255762,
1340,TRUE,0,12958,110,59,0.661888208068084,
1341,TRUE,0,12958,110,67,0.637572055205516,
1342,TRUE,0,12958,110,48,0.567129731978725,
1343,TRUE,0,12958,110,67,0.647768168076024,
1344,TRUE,0,12958,110,52,0.564195652981581,
1345,TRUE,0,12958,110,61,0.551132939251212,
1346,TRUE,0,12958,110,48,0.742908121713219,
1347,TRUE,0,12958,110,55,0.819955414718904,
1348,TRUE,0,12958,110,46,0.722051076511096,
1349,TRUE,0,12958,110,59,0.684551983737523,
1350,TRUE,0,12958,110,49,0.849464559798658,
1351,TRUE,0,12958,110,45,0.7669802156648,
1352,TRUE,0,12958,110,57,0.54952940706335,
1353,TRUE,0,12958,110,40,0.759823604448147,
1354,TRUE,0,12958,110,43,0.732046877086237,
1355,TRUE,0,12958,110,44,0.810839208455599,
1356,TRUE,0,12958,110,61,0.695634738928986,
1357,TRUE,0,12958,110,59,0.609611602663221,
1358,TRUE,0,12958,110,60,0.661957303963276,
1359,TRUE,0,12958,110,63,0.644675255214172,
1360,TRUE,0,12958,110,54,0.583650909668091,
1361,TRUE,0,12958,110,57,0.716828355530658,
1362,TRUE,0,12958,110,58,0.667611953166431,
1363,TRUE,716,12958,116,57,0.629295481146409,
1364,TRUE,0,12958,110,42,0.565272586661249,
1365,TRUE,0,12958,110,52,0.656682603152407,
1366,TRUE,0,12958,110,51,0.650342745575601,
1367,TRUE,0,12958,110,63,0.568269794195243,
1368,TRUE,0,12958,110,64,0.757513467816682,
1369,TRUE,0,12958,110,68,0.695225388699668,
1370,TRUE,0,12958,110,63,0.617452857800733,
1371,TRUE,0,12958,110,62,0.528434209866822,
1372,TRUE,0,12958,110,61,0.793104800083284,
1373,TRUE,0,12958,110,42,0.717232114735802,
1374,TRUE,0,12958,110,50,0.75533204691701,
1375,TRUE,0,12958,110,39,0.611177084525265,
1376,TRUE,0,12958,110,58,0.656122712972841,
1377,TRUE,0,12958,110,49,0.733119578354188,
1378,TRUE,0,12958,110,52,0.593101286354309,
1379,TRUE,0,12958,110,48,0.645007277020605,
1380,TRUE,0,12958,110,64,0.65693058646592,
1381,TRUE,0,12958,110,58,0.747008692282717,
1382,TRUE,0,12958,110,62,0.628655741027955,
1383,TRUE,0,12958,110,55,0.66375946293953,
1384,TRUE,0,12958,110,48,0.567781736724713,
1385,TRUE,0,12958,110,53,0.72056333762863,
1386,TRUE,0,12958,110,64,0.726411523657585,
1387,TRUE,0,12958,110,46,0.725503068460181,
1388,TRUE,0,12958,110,68,0.61292158965706,
1389,TRUE,0,12958,110,58,0.687455462602593,
1390,TRUE,0,12958,110,42,0.755826126933998,
1391,TRUE,0,12958,110,57,0.686418854141604,
1392,TRUE,0,12958,110,58,0.689964782170662,
1393,TRUE,0,12958,110,69,0.633135047318187,
1394,TRUE,0,12958,110,42,0.683504279380894,
1395,TRUE,0,12958,110,55,0.480032054590727,
1396,TRUE,0,12958,110,69,0.783599637111745,
1397,TRUE,0,12958,110,50,0.448680522015075,
1398,TRUE,0,12958,110,51,0.653253086001485,
1399,TRUE,0,12958,110,49,0.688877826235955,
1400,TRUE,0,12958,110,55,0.578681619948878,
1401,TRUE,0,12958,110,57,0.64708117483063,
1402,TRUE,0,12958,110,49,0.658927244914619,
1403,TRUE,0,12958,110,57,0.58530758108095,
1404,TRUE,0,12958,110,48,0.390970195912835,
1405,TRUE,0,12958,110,41,0.635905308414198,
1406,TRUE,0,12958,110,47,0.83179461799679,
1407,TRUE,0,12958,110,49,0.799730656198175,
1408,TRUE,0,12958,110,57,0.615645063838152,
1409,TRUE,1,12958,110,43,0.760204188410484,
1410,TRUE,0,12958,110,48,0.603274669697072,
1411,TRUE,0,12958,110,53,0.660509700552771,
1412,TRUE,0,12958,110,48,0.600510642553869,
1413,TRUE,0,12958,110,47,0.715333359757961,
1414,TRUE,0,12958,110,61,0.602563344703825,
1415,TRUE,0,12958,110,60,0.834328116901593,
1416,TRUE,0,12958,110,54,0.564447770415037,
1417,TRUE,0,12958,110,54,0.389095424179693,
1418,TRUE,0,12958,110,44,0.731284368720817,
1419,TRUE,0,12958,110,56,0.795852469648496,
1420,TRUE,0,12958,110,39,0.755171710167785,
1421,TRUE,0,12958,110,52,0.744812512143293,
1422,TRUE,0,12958,110,62,0.642345115627838,
1423,TRUE,0,12958,110,55,0.648681334887204,
1424,TRUE,0,12958,110,41,0.671620466616777,
1425,TRUE,0,12958,110,54,0.664464217256709,
1426,TRUE,0,12958,110,62,0.652916320131759,
1427,TRUE,0,12958,110,48,0.724075797217141,
1428,TRUE,0,12958,110,67,0.592894721225959,
1429,TRUE,0,12958,110,61,0.706737555422903,
1430,TRUE,0,12958,110,52,0.710536560283384,
1431,TRUE,0,12958,110,76,0.6529587456988,
1432,TRUE,0,12958,110,49,0.667153300722001,
1433,TRUE,0,12958,110,46,0.639613889040453,
1434,TRUE,0,12958,110,59,0.564351881957883,
1435,TRUE,0,12958,110,53,0.718714256391608,
1436,TRUE,0,12958,110,61,0.648659789174008,
1437,TRUE,0,12958,110,57,0.527333827810687,
1438,TRUE,0,12958,110,51,0.668788445983643,
1439,TRUE,0,12958,110,61,0.615048275243348,
1440,TRUE,0,12958,110,59,0.634592714867645,
1441,TRUE,0,12958,110,68,0.673013211658522,
1442,TRUE,0,12958,110,72,0.679762724052348,
1443,TRUE,0,12958,110,59,0.687697561922821,
1444,TRUE,0,12958,110,40,0.642117334050212,
1445,TRUE,0,12958,110,39,0.831669673096338,
1446,TRUE,0,12958,110,59,0.725927015801231,
1447,TRUE,0,12958,110,54,0.632355361202753,
1448,TRUE,0,12958,110,42,0.776145437823481,
1449,TRUE,0,12958,110,49,0.716542711269223,
1450,TRUE,0,12958,110,46,0.794213938683636,
1451,TRUE,0,12958,110,51,0.622217289221511,
1452,TRUE,0,12958,110,64,0.636537083918059,
1453,TRUE,0,12958,110,57,0.674205939921152,
1454,TRUE,0,12958,110,54,0.668055109405024,
1455,TRUE,0,12958,110,42,0.618648643156362,
1456,TRUE,0,12958,110,49,0.724093422114196,
1457,TRUE,0,12958,110,61,0.697610948737323,
1458,TRUE,0,12958,110,67,0.658804645703594,
1459,TRUE,0,12958,110,53,0.505897544161121,
1460,TRUE,0,12958,110,44,0.72334652600236,
1461,TRUE,0,12958,110,48,0.716789995166584,
1462,TRUE,0,12958,110,52,0.747698399119087,
1463,TRUE,0,12958,110,50,0.753652813140849,
1464,TRUE,0,12958,110,43,0.53739838142381,
1465,TRUE,0,12958,110,61,0.608570000898137,
1466,TRUE,0,12958,110,44,0.685962130178214,
1467,TRUE,0,12958,110,58,0.703475040563088,
1468,TRUE,0,12958,110,44,0.765419834234547,
1469,TRUE,0,12958,110,53,0.679805383759296,
1470,TRUE,0,12958,110,57,0.701971754703169,
1471,TRUE,0,12958,110,54,0.740618142122578,
1472,TRUE,0,12958,110,57,0.64591360878101,
1473,TRUE,0,12958,110,45,0.716339453280367,
1474,TRUE,0,12958,110,62,0.643904546897295,
1475,TRUE,0,12958,110,47,0.74293591165713,
1476,TRUE,0,12958,110,74,0.686967421724405,
1477,TRUE,0,12958,110,56,0.685731209735079,
1478,TRUE,0,12958,110,45,0.743151800207392,
1479,TRUE,0,12958,110,52,0.704772617769232,
1480,TRUE,0,12958,110,44,0.730254193873374,
1481,TRUE,0,12958,110,44,0.668733443108695,
1482,TRUE,0,12958,110,58,0.585721734925237,
1483,TRUE,0,12958,110,52,0.74869368370598,
1484,TRUE,0,12958,110,63,0.697987414308768,
1485,TRUE,0,12958,110,50,0.506606921922158,
1486,TRUE,0,12958,110,55,0.708461430022794,
1487,TRUE,0,12958,110,64,0.647783293477489,
1488,TRUE,2,12958,110,48,0.774855768335068,
1489,TRUE,0,12958,110,61,0.53073129821282,
1490,TRUE,0,12958,110,50,0.775891320739279,
1491,TRUE,0,12958,110,55,0.5701347987848,
1492,TRUE,0,12958,110,57,0.582104766207004,
1493,TRUE,0,12958,110,49,0.707132816115417,
1494,TRUE,1,12958,110,43,0.72209898765915,
1495,TRUE,0,12958,110,40,0.808066955729173,
1496,TRUE,0,12958,110,45,0.644902583410647,
1497,TRUE,0,12958,110,49,0.621675203015742,
1498,TRUE,0,12958,110,37,0.655927490313472,
1499,TRUE,0,12958,110,56,0.583205593853194,
1500,TRUE,0,12958,110,56,0.676709042217486,
1501,TRUE,0,12958,110,62,0.658976700555068,
1502,TRUE,0,12958,110,50,0.776449997179992,
1503,TRUE,0,12958,110,48,0.61011163336711,
1504,TRUE,0,12958,110,51,0.652455954226634,
1505,TRUE,0,12958,110,62,0.606240920024447,
1506,TRUE,0,12958,110,54,0.480744513509181,
1507,TRUE,1,12958,110,51,0.711320830514892,
1508,TRUE,0,12958,110,34,0.66720530095988,
1509,TRUE,0,12958,110,65,0.790043536249013,
1510,TRUE,0,12958,110,55,0.649027984690917,
1511,TRUE,0,12958,110,62,0.676893362968692,
1512,TRUE,0,12958,110,58,0.515438397657672,
1513,TRUE,0,12958,110,70,0.747397780116072,
1514,TRUE,0,12958,110,58,0.724681848624954,
1515,TRUE,0,12958,110,64,0.706813064967752,
1516,TRUE,0,12958,110,64,0.832245143366946,
1517,TRUE,0,12958,110,49,0.722740107854687,
1518,TRUE,0,12958,110,55,0.621823849072324,
1519,TRUE,0,12958,110,69,0.59183628899574,
1520,TRUE,0,12958,110,52,0.559886827638099,
1521,TRUE,0,12958,110,54,0.706614306785161,
1522,TRUE,0,12958,110,64,0.652160442471783,
1523,TRUE,0,12958,110,52,0.729942083094054,
1524,TRUE,0,12958,110,45,0.769606083184361,
1525,TRUE,0,12958,110,68,0.675723951552375,
1526,TRUE,0,12958,110,63,0.641898846734016,
1527,TRUE,0,12958,110,64,0.700170969878792,
1528,TRUE,0,12958,110,56,0.688949543633202,
1529,TRUE,0,12958,110,61,0.62726345925085,
1530,TRUE,0,12958,110,58,0.673676338628237,
1531,TRUE,0,12958,110,68,0.648369946426742,
1532,TRUE,0,12958,110,36,0.634531643496327,
1533,TRUE,0,12958,110,49,0.790204917592284,
1534,TRUE,0,12958,110,49,0.497142085805397,
1535,TRUE,0,12958,110,68,0.746767289550129,
1536,TRUE,0,12958,110,51,0.393063610482841,
1537,TRUE,0,12958,110,48,0.754718250835721,
1538,TRUE,0,12958,110,47,0.771680825379257,
1539,TRUE,0,12958,110,40,0.774794915157608,
1540,TRUE,0,12958,110,57,0.70438873460719,
1541,TRUE,0,12958,110,52,0.664103361982394,
1542,TRUE,0,12958,110,52,0.768945797706286,
1543,TRUE,0,12958,110,56,0.682518948401474,
1544,TRUE,0,12958,110,65,0.748693826543004,
1545,TRUE,0,12958,110,56,0.609489379956316,
1546,TRUE,0,12958,110,67,0.715830434150581,
1547,TRUE,0,12958,110,36,0.541566215002317,
1548,TRUE,0,12958,110,53,0.70736069235858,
1549,TRUE,0,12958,110,50,0.785450268452959,
1550,TRUE,0,12958,110,49,0.810066905588045,
1551,TRUE,0,12958,110,51,0.582291322238522,
1552,TRUE,0,12958,110,47,0.621138381212653,
1553,TRUE,0,12958,110,57,0.764798811871628,
1554,TRUE,0,12958,110,53,0.673643744641599,
1555,TRUE,0,12958,110,72,0.679398893669595,
1556,TRUE,0,12958,110,48,0.723225577351806,
1557,TRUE,0,12958,110,52,0.722245251041849,
1558,TRUE,0,12958,110,76,0.657396744232216,
1559,TRUE,0,12958,110,46,0.606458565192403,
1560,TRUE,0,12958,110,64,0.525216445307197,
1561,TRUE,0,12958,110,53,0.699317490627103,
1562,TRUE,0,12958,110,72,0.670970929558816,
1563,TRUE,2,12958,110,41,0.795400652179719,
1564,TRUE,0,12958,110,51,0.816254759982157,
1565,TRUE,0,12958,110,68,0.596187397809499,
1566,TRUE,0,12958,110,57,0.627709296871674,
1567,TRUE,0,12958,110,64,0.686071364225641,
1568,TRUE,0,12958,110,48,0.57546538869632,
1569,TRUE,0,12958,110,45,0.448576999330826,
1570,TRUE,0,12958,110,73,0.691409205482642,
1571,TRUE,0,12958,110,59,0.642383252085685,
1572,TRUE,0,12958,110,61,0.560275003287221,
1573,TRUE,0,12958,110,60,0.725822085241239,
1574,TRUE,0,12958,110,65,0.647752013484132,
1575,TRUE,0,12958,110,58,0.646980873578106,
1576,TRUE,0,12958,110,68,0.765057726524006,
1577,TRUE,0,12958,110,42,0.647589134826148,
1578,TRUE,0,12958,110,64,0.652961689467833,
1579,TRUE,1,12958,110,62,0.596631968479226,
1580,TRUE,0,12958,110,58,0.687833891434633,
1581,TRUE,0,12958,110,45,0.675858925354408,
1582,TRUE,0,12958,110,73,0.624391263921397,
1583,TRUE,0,12958,110,66,0.656423360349342,
1584,TRUE,0,12958,110,64,0.758122254407235,
1585,TRUE,0,12958,110,39,0.646666586624774,
1586,TRUE,0,12958,110,48,0.588087999743364,
1587,TRUE,0,12958,110,47,0.662390504474452,
1588,TRUE,0,12958,110,71,0.672709565237558,
1589,TRUE,0,12958,110,66,0.649247695299395,
1590,TRUE,0,12958,110,55,0.688083174539039,
1591,TRUE,0,12958,110,52,0.739651636401769,
1592,TRUE,0,12958,110,58,0.718821640870159,
1593,TRUE,0,12958,110,66,0.673717631848267,
1594,TRUE,0,12958,110,76,0.672880388504533,
1595,TRUE,0,12958,110,61,0.639317911796873,
1596,TRUE,0,12958,110,48,0.633243779398147,
1597,TRUE,0,12958,110,50,0.72366870217991,
1598,TRUE,0,12958,110,59,0.682925679087976,
1599,TRUE,0,12958,110,71,0.655852515326114,
1600,TRUE,0,12958,110,63,0.70335333537591,
1601,TRUE,0,12958,110,48,0.402382459358916,
1602,TRUE,1,12958,110,45,0.719205099925952,
1603,TRUE,0,12958,110,45,0.645426950400079,
1604,TRUE,0,12958,110,58,0.602726602967408,
1605,TRUE,0,12958,110,63,0.697365108519444,
1606,TRUE,0,12958,110,56,0.779047594028427,
1607,TRUE,0,12958,110,47,0.641305388553117,
1608,TRUE,0,12958,110,52,0.713265623358887,
1609,TRUE,1,12958,110,34,0.681271195227195,
1610,TRUE,0,12958,110,43,0.770761767997154,
1611,TRUE,0,12958,110,76,0.614950538970379,
1612,TRUE,0,12958,110,44,0.658650626989543,
1613,TRUE,0,12958,110,54,0.65689460720749,
1614,TRUE,0,12958,110,41,0.688077494839859,
1615,TRUE,0,12958,110,61,0.661208659130245,
1616,TRUE,0,12958,110,39,0.66116914992554,
1617,TRUE,0,12958,110,54,0.746178248937294,
1618,TRUE,0,12958,110,74,0.639183706047951,
1619,TRUE,0,12958,110,41,0.79632527367933,
1620,TRUE,0,12958,110,53,0.588475978248881,
1621,TRUE,0,12958,110,56,0.695171535456241,
1622,TRUE,0,12958,110,61,0.706000886458665,
1623,TRUE,0,12958,110,52,0.62773489857592,
1624,TRUE,0,12958,110,72,0.603050641372319,
1625,TRUE,0,12958,110,49,0.61625998841426,
1626,TRUE,0,12958,110,55,0.47866116421007,
1627,TRUE,0,12958,110,70,0.608091360053949,
1628,TRUE,0,12958,110,60,0.632512297242452,
1629,TRUE,0,12958,110,55,0.726131629087715,
1630,TRUE,0,12958,110,54,0.732511005695774,
1631,TRUE,0,12958,110,43,0.566241711886158,
1632,TRUE,0,12958,110,72,0.605714150247698,
1633,TRUE,0,12958,110,58,0.647806359602429,
1634,TRUE,0,12958,110,43,0.804013673393413,
1635,TRUE,0,12958,110,73,0.67068379132595,
1636,TRUE,0,12958,110,37,0.666135268122746,
1637,TRUE,0,12958,110,52,0.594177792749424,
1638,TRUE,0,12958,110,60,0.7099342172408,
1639,TRUE,0,12958,110,43,0.707845542512933,
1640,TRUE,0,12958,110,46,0.552501041293374,
1641,TRUE,0,12958,110,72,0.622726245694314,
