"Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","significant"
"SLC38A7",440.430848290151,0.386964300544765,0.0878625132595005,4.40420249989746,1.06173733063979e-05,0.00203621014133607,TRUE
"LARP1B",2562.38568316555,-0.421147953964405,0.0961437707548646,-4.38039771747871,1.18462889117069e-05,0.00216214299488505,TRUE
"SIRPB2",94.2185239356011,0.993153944598023,0.226864192137986,4.37774659472903,1.19912653570747e-05,0.0021648144164745,TRUE
"EEF1A2",115.466973641097,5.12628125327576,1.17284513747261,4.37080829300492,1.23787441183377e-05,0.00217981619042686,TRUE
"CNTNAP4",25.7402050632541,-0.966078162800266,0.221141803096262,-4.36859132590022,1.25050522980279e-05,0.00217981619042686,TRUE
"AP1AR",522.94219674212,-0.42998390595988,0.0984631999098888,-4.36695035661436,1.25993349558058e-05,0.00217981619042686,TRUE
"STK40",680.255088283329,-0.37132137273129,0.0849188511742938,-4.37266128305437,1.22741078897356e-05,0.00217981619042686,TRUE
"UBR4",8654.69864097254,-0.40002726236083,0.0920012207189367,-4.3480647238683,1.37344076611423e-05,0.00235169873034961,TRUE
"SCPEP1",507.055825715757,0.483172199061746,0.11174490552157,4.32388570026112,1.53304745902522e-05,0.00259820257621938,TRUE
"H2BC9",33.2513016867292,1.51084626999487,0.350003575605552,4.31665952949455,1.58408207142003e-05,0.00264871044901508,TRUE
"RNF111",747.143993520202,-0.345427580925524,0.0800902464966008,-4.3129793705927,1.61069152477887e-05,0.00264871044901508,TRUE
"IFT46",354.932699627922,-0.325669154520787,0.075474801341216,-4.31493887673133,1.59647069549505e-05,0.00264871044901508,TRUE
"WNT11",89.5364993303488,1.17827729928315,0.274061532044389,4.29931661876688,1.71325568584366e-05,0.00270106183019066,TRUE
"ANGPTL8",1066.22854750438,0.853468649495708,0.198281978964658,4.30431779000869,1.67501083781293e-05,0.00270106183019066,TRUE
"AGFG1",1669.40430202476,0.435270554728997,0.10120505206255,4.30087773147902,1.7012291338127e-05,0.00270106183019066,TRUE
"IPO5",2660.81821812643,-0.360630601719892,0.0839075577709553,-4.29795135623319,1.72383980974297e-05,0.00270106183019066,TRUE
"CPSF6",1591.2240785401,-0.334437566425853,0.0777533042462095,-4.30126500305171,1.69825813655131e-05,0.00270106183019066,TRUE
"SMCO4",386.506146079712,0.621750115139824,0.14507897075043,4.28559778115176,1.82248464747496e-05,0.00282893901961791,TRUE
"ZFP1",861.08650959923,-0.675436278211929,0.157823123067254,-4.27970417189185,1.87141892406704e-05,0.00285159604677335,TRUE
"SLC25A27",715.196321258966,-0.59164058602585,0.138185350890676,-4.28150004477624,1.85637686183422e-05,0.00285159604677335,TRUE
"MAPK6",1625.58584096952,0.291058304303541,0.068067754523743,4.27600860848165,1.90273868791797e-05,0.00287296244251177,FALSE
