"Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","significant"
"LOC102724560",93.7432657004941,-1.84273811471005,0.784993110780171,-2.34745769027021,0.0189020197822545,0.0365334052732574,TRUE
"CACNA1C",9.75357513296404,0.687060922131475,0.292803112485869,2.3464945993859,0.0189509408478489,0.0366227868460407,TRUE
"ITK",13.505129966772,-0.667971128913894,0.284780719077356,-2.34556303909202,0.0189983655917411,0.036709251939654,TRUE
"PISD",154.225554548194,-0.197868084661215,0.0843620170302855,-2.34546412741864,0.019003407168733,0.0367138100665273,FALSE
"CLEC16A",229.987703806713,-0.1952203292243,0.0832538413995053,-2.34488073994697,0.0190331665203253,0.0367621384069876,FALSE
"RBM22",306.836311531766,0.156687274897507,0.0668213501786965,2.34486843618824,0.0190337945895012,0.0367621384069876,FALSE
"NEMP1",115.744095507349,-0.382797318706259,0.163276360434569,-2.34447483816655,0.0190538961263501,0.0367957700557679,TRUE
"ARL3",175.329662866252,0.217509422859023,0.0927871100385379,2.34417714668215,0.0190691119230919,0.0368199584903266,FALSE
"CCL28",16.4999025659043,-0.520507702555869,0.222093557897247,-2.34364160529449,0.0190965116019942,0.0368625783190741,TRUE
"NCMAP",80.5407651883781,-0.365574497969983,0.155985744687383,-2.34364043139098,0.0190965716997103,0.0368625783190741,TRUE
"ARHGEF19",16.5683659471458,0.599748769501431,0.25595859310019,2.34314762492334,0.0191218154205103,0.0369061015153158,TRUE
"LCLAT1",146.499888091034,-0.335769833175446,0.143304082969922,-2.34305838477693,0.0191263898126002,0.0369097251798147,TRUE
"CACNB3",7.91795386020696,0.528561972409977,0.225642499469107,2.34247525910935,0.0191563040111744,0.0369622411810141,TRUE
"G3BP1",1183.25284062156,-0.170836618451288,0.0729528882346248,-2.34173893022382,0.0191941359164493,0.0370300175010608,FALSE
"ELN",178.204757077246,-0.521553667915161,0.222844167472343,-2.34044118735973,0.0192609717526056,0.0371484863875648,TRUE
"OGFOD1",262.915299860822,0.202955135292098,0.0867155479330353,2.34046996334298,0.0192594875411546,0.0371484863875648,FALSE
"ATP23",82.8097971185319,0.33718356065193,0.144080295071131,2.34024757157435,0.0192709606923434,0.0371625148704259,TRUE
"HAUS5",52.3142679362379,-0.310012138514618,0.132474074697382,-2.34017213724871,0.0192748536920206,0.0371647855211319,TRUE
"CTNNBIP1",344.410124018411,-0.219202288202153,0.0936726073711675,-2.34008953475147,0.0192791174136328,0.0371677702384813,FALSE
"SMCO3",20.4786286073831,0.455142640081361,0.194514012413035,2.33989641381158,0.0192890890202756,0.0371817566664073,TRUE
"GGT7",154.285250770135,-0.226817430479032,0.0969422072178601,-2.33971803395502,0.0192983034898918,0.0371942798989802,FALSE
"KLHL28",67.3058975321041,-0.390523380936458,0.166928001407716,-2.33947197380396,0.0193110203959018,0.0372135490197568,TRUE
"PHLDA1",118.81888202638,0.261128647998118,0.11163093435759,2.33921403149453,0.0193243592584525,0.0372340110954781,FALSE
"C1QTNF6",69.0813903400404,0.358770300908558,0.153389113932879,2.33895542981981,0.0193377403002457,0.0372545486696457,TRUE
"FAM9B",11.0913534373676,-1.09838169153838,0.46969360254156,-2.33850681719939,0.0193609724435121,0.0372940561381995,TRUE
"PCNX2",8.9093795349466,0.661332287178754,0.282906737443111,2.33763357195316,0.0194062648373431,0.0373760400455781,TRUE
"MIGA2",178.592318965315,0.277318309855555,0.118634864235557,2.33757851574661,0.0194091235238056,0.0373762859922335,FALSE
"TCEANC",38.7004638649772,0.298873681850445,0.127869315482139,2.33733699694508,0.0194216682656351,0.0373951817506306,FALSE
"CYP11A1",78.3588263183931,0.448260039488886,0.191806214644569,2.33704648371037,0.0194367672152754,0.0374189894652214,TRUE
"RNF128",1848.63356427324,0.174001844741465,0.0744759148271945,2.33635055232553,0.0194729788267286,0.037483430129762,FALSE
"MIOS",265.237663225703,-0.17553886318537,0.075147694626444,-2.33591814170703,0.0194955082573258,0.0375215196188668,FALSE
"RBPMS2",82.8558166938508,-0.274738153930294,0.117624733742677,-2.3357175416127,0.0195059676406979,0.0375363713625691,FALSE
"SLC16A4",141.691244992607,-0.551484133213765,0.236175340443507,-2.33506229811355,0.0195401665109213,0.0375968956654673,TRUE
"INTS8",141.936852379685,-0.234389290528801,0.100456853931155,-2.33323343660984,0.0196358968295191,0.0377757779039639,FALSE
"MICA",55.6094073108903,0.431333215323851,0.184886492999764,2.33296228580852,0.0196501248170043,0.0377978367175715,TRUE
"AGRN",713.360137555626,-0.426798379964053,0.182991834075759,-2.33233565923688,0.0196830399950182,0.0378558298723748,TRUE
"CLEC4E",5.28156608065874,0.976666328657286,0.418846916564072,2.33179782405747,0.0197113295657784,0.0379049116815011,TRUE
"SETD5",395.917140813194,0.480289822170715,0.206123275660507,2.33010959403619,0.0198003594874138,0.0380707670616388,TRUE
"SPPL2A",1156.02636111724,0.22164777607833,0.0951414643956204,2.3296653828731,0.0198238435234161,0.0381105664365042,FALSE
"TRAF7",826.200223955974,-0.23942329796807,0.102803532789306,-2.32894037268898,0.0198622247518763,0.038178989881205,FALSE
