Analysis,Anchor,ReplayArm,PlannedIterations,ValidIterations,ObservedCommonGenes,WholeTranscriptomePearson,EligiblePoolGenes,SameSignSelectedGenes,ObservedSelectedPearson,NullMeanPearson,NullSDPearson,NullQ025,NullMedian,NullQ95,NullQ975,UpperTailCount,PUpperAddOne,MonteCarloSE,NaiveP,Verdict
MASLD_MASLD_positive_control_primary,GSE126848,GSE135251,2000,2000,13510,-0.0282054793088322,196,79,0.650662344006854,0.7342459766479562,0.08424467598917712,0.5717470290308786,0.7324889093871805,0.8666579499572018,0.877299195472586,1690,0.8450774612693653,0.008088761266876935,9.99990000099999e-06,FAIL
