"n_group","rho","confounding","selection_fraction","replicates","reference_replicates","method","rejection_rate","wilson_lower","wilson_upper","mcse","covers_nominal_0.05","mean_selected_n","median_statistic"
32,0.6,"none",0.9,500,499,"naive_fixed_set_gene_label",0.998,0.988759293294853,0.999646863605441,0.00199799899899875,FALSE,49.716,0.699192418742635
32,0.6,"none",0.9,500,499,"gene_label_complete_rule_replay",0.104,0.0801942067698911,0.133844270875658,0.013651666564929,FALSE,49.716,0.699192418742635
32,0.6,"none",0.9,500,499,"block_preserving_rule_replay",0.102,0.0784343521031695,0.131634622904226,0.0135348439222623,FALSE,49.716,0.699192418742635
32,0.6,"none",0.9,500,499,"phenotype_complete_pipeline_MC",0.056,0.0390256206831515,0.0797447936467069,0.0102824121683582,TRUE,49.716,0.699192418742635
8,0.1,"adjusted",0.1,500,499,"naive_fixed_set_gene_label",0,4.33680868994202e-19,0.00762434046155224,0,FALSE,0.672,0
8,0.1,"adjusted",0.1,500,499,"gene_label_complete_rule_replay",0,4.33680868994202e-19,0.00762434046155224,0,FALSE,0.672,0
8,0.1,"adjusted",0.1,500,499,"block_preserving_rule_replay",0,4.33680868994202e-19,0.00762434046155224,0,FALSE,0.672,0
8,0.1,"adjusted",0.1,500,499,"phenotype_complete_pipeline_MC",0,4.33680868994202e-19,0.00762434046155224,0,FALSE,0.672,0
8,0.1,"adjusted",0.25,500,499,"naive_fixed_set_gene_label",0.536,0.492179234494295,0.579271812992473,0.0223026455829796,FALSE,3.922,0.892626669997245
8,0.1,"adjusted",0.25,500,499,"gene_label_complete_rule_replay",0.066,0.0473785263597739,0.0912394011608535,0.0111035129576184,TRUE,3.922,0.892626669997245
8,0.1,"adjusted",0.25,500,499,"block_preserving_rule_replay",0.096,0.0731735046654191,0.124986962427515,0.0131745208641529,FALSE,3.922,0.892626669997245
8,0.1,"adjusted",0.25,500,499,"phenotype_complete_pipeline_MC",0.086,0.0644731424036077,0.113839811498558,0.0125382614424808,FALSE,3.922,0.892626669997245
8,0.1,"adjusted",0.5,500,499,"naive_fixed_set_gene_label",0.998,0.988759293294853,0.999646863605441,0.00199799899899875,FALSE,15.122,0.881820024528441
8,0.1,"adjusted",0.5,500,499,"gene_label_complete_rule_replay",0.05,0.0340937452438494,0.0727681611715476,0.00974679434480896,TRUE,15.122,0.881820024528441
8,0.1,"adjusted",0.5,500,499,"block_preserving_rule_replay",0.036,0.0228910609802927,0.0561843269680277,0.0083311463797007,TRUE,15.122,0.881820024528441
8,0.1,"adjusted",0.5,500,499,"phenotype_complete_pipeline_MC",0.03,0.0182632131979134,0.0489036668359457,0.00762889244910426,FALSE,15.122,0.881820024528441
8,0.1,"adjusted",0.75,500,499,"naive_fixed_set_gene_label",1,0.992375659538448,1,0,FALSE,33.782,0.780374992376183
8,0.1,"adjusted",0.75,500,499,"gene_label_complete_rule_replay",0.042,0.0276323101084517,0.0633515857543301,0.00897061870775924,TRUE,33.782,0.780374992376183
8,0.1,"adjusted",0.75,500,499,"block_preserving_rule_replay",0.044,0.0292339556286072,0.0657194428723284,0.00917213170424411,TRUE,33.782,0.780374992376183
8,0.1,"adjusted",0.75,500,499,"phenotype_complete_pipeline_MC",0.044,0.0292339556286072,0.0657194428723284,0.00917213170424411,TRUE,33.782,0.780374992376183
8,0.1,"adjusted",0.9,500,499,"naive_fixed_set_gene_label",1,0.992375659538448,1,0,FALSE,49.586,0.697448481007375
8,0.1,"adjusted",0.9,500,499,"gene_label_complete_rule_replay",0.052,0.0357302651157053,0.0751011439378455,0.00992935043192655,TRUE,49.586,0.697448481007375
8,0.1,"adjusted",0.9,500,499,"block_preserving_rule_replay",0.06,0.0423483564809462,0.0843610631252198,0.0106207344378814,TRUE,49.586,0.697448481007375
8,0.1,"adjusted",0.9,500,499,"phenotype_complete_pipeline_MC",0.048,0.0324652069413532,0.0704271968358901,0.00955991631762538,TRUE,49.586,0.697448481007375
16,0.1,"adjusted",0.1,500,499,"naive_fixed_set_gene_label",0,4.33680868994202e-19,0.00762434046155224,0,FALSE,0.588,0
16,0.1,"adjusted",0.1,500,499,"gene_label_complete_rule_replay",0,4.33680868994202e-19,0.00762434046155224,0,FALSE,0.588,0
16,0.1,"adjusted",0.1,500,499,"block_preserving_rule_replay",0,4.33680868994202e-19,0.00762434046155224,0,FALSE,0.588,0
16,0.1,"adjusted",0.1,500,499,"phenotype_complete_pipeline_MC",0,4.33680868994202e-19,0.00762434046155224,0,FALSE,0.588,0
16,0.1,"adjusted",0.25,500,499,"naive_fixed_set_gene_label",0.45,0.406939651781332,0.493822782264824,0.022248595461287,FALSE,3.684,0
16,0.1,"adjusted",0.25,500,499,"gene_label_complete_rule_replay",0.034,0.0213345198085322,0.0537713655016345,0.00810481338464989,TRUE,3.684,0
16,0.1,"adjusted",0.25,500,499,"block_preserving_rule_replay",0.038,0.0244601180558304,0.0585847725306439,0.00855055553750749,TRUE,3.684,0
16,0.1,"adjusted",0.25,500,499,"phenotype_complete_pipeline_MC",0.03,0.0182632131979134,0.0489036668359457,0.00762889244910426,FALSE,3.684,0
16,0.1,"adjusted",0.5,500,499,"naive_fixed_set_gene_label",1,0.992375659538448,1,0,FALSE,15.1,0.886252148590418
16,0.1,"adjusted",0.5,500,499,"gene_label_complete_rule_replay",0.044,0.0292339556286072,0.0657194428723284,0.00917213170424411,TRUE,15.1,0.886252148590418
16,0.1,"adjusted",0.5,500,499,"block_preserving_rule_replay",0.034,0.0213345198085322,0.0537713655016345,0.00810481338464989,TRUE,15.1,0.886252148590418
16,0.1,"adjusted",0.5,500,499,"phenotype_complete_pipeline_MC",0.06,0.0423483564809462,0.0843610631252198,0.0106207344378814,TRUE,15.1,0.886252148590418
16,0.1,"adjusted",0.75,500,499,"naive_fixed_set_gene_label",1,0.992375659538448,1,0,FALSE,33.772,0.785000764539172
16,0.1,"adjusted",0.75,500,499,"gene_label_complete_rule_replay",0.06,0.0423483564809462,0.0843610631252198,0.0106207344378814,TRUE,33.772,0.785000764539172
16,0.1,"adjusted",0.75,500,499,"block_preserving_rule_replay",0.056,0.0390256206831515,0.0797447936467069,0.0102824121683582,TRUE,33.772,0.785000764539172
16,0.1,"adjusted",0.75,500,499,"phenotype_complete_pipeline_MC",0.054,0.0373743501810575,0.0774265615106471,0.0101078187557949,TRUE,33.772,0.785000764539172
16,0.1,"adjusted",0.9,500,499,"naive_fixed_set_gene_label",1,0.992375659538448,1,0,FALSE,49.046,0.69544082298423
16,0.1,"adjusted",0.9,500,499,"gene_label_complete_rule_replay",0.05,0.0340937452438494,0.0727681611715476,0.00974679434480896,TRUE,49.046,0.69544082298423
16,0.1,"adjusted",0.9,500,499,"block_preserving_rule_replay",0.064,0.0456960160447894,0.0889524088376842,0.0109456840809517,TRUE,49.046,0.69544082298423
16,0.1,"adjusted",0.9,500,499,"phenotype_complete_pipeline_MC",0.034,0.0213345198085322,0.0537713655016345,0.00810481338464989,TRUE,49.046,0.69544082298423
32,0.1,"adjusted",0.1,500,499,"naive_fixed_set_gene_label",0.002,0.000353136394559275,0.0112407067051468,0.00199799899899875,FALSE,0.612,0
32,0.1,"adjusted",0.1,500,499,"gene_label_complete_rule_replay",0.002,0.000353136394559275,0.0112407067051468,0.00199799899899875,FALSE,0.612,0
32,0.1,"adjusted",0.1,500,499,"block_preserving_rule_replay",0.002,0.000353136394559275,0.0112407067051468,0.00199799899899875,FALSE,0.612,0
32,0.1,"adjusted",0.1,500,499,"phenotype_complete_pipeline_MC",0.002,0.000353136394559275,0.0112407067051468,0.00199799899899875,FALSE,0.612,0
32,0.1,"adjusted",0.25,500,499,"naive_fixed_set_gene_label",0.51,0.466273687931078,0.553573825259691,0.0223562071917398,FALSE,3.932,0.820138960030071
32,0.1,"adjusted",0.25,500,499,"gene_label_complete_rule_replay",0.042,0.0276323101084517,0.0633515857543301,0.00897061870775924,TRUE,3.932,0.820138960030071
32,0.1,"adjusted",0.25,500,499,"block_preserving_rule_replay",0.03,0.0182632131979134,0.0489036668359457,0.00762889244910426,FALSE,3.932,0.820138960030071
32,0.1,"adjusted",0.25,500,499,"phenotype_complete_pipeline_MC",0.042,0.0276323101084517,0.0633515857543301,0.00897061870775924,TRUE,3.932,0.820138960030071
32,0.1,"adjusted",0.5,500,499,"naive_fixed_set_gene_label",0.998,0.988759293294853,0.999646863605441,0.00199799899899875,FALSE,15.06,0.881992392693004
32,0.1,"adjusted",0.5,500,499,"gene_label_complete_rule_replay",0.056,0.0390256206831515,0.0797447936467069,0.0102824121683582,TRUE,15.06,0.881992392693004
32,0.1,"adjusted",0.5,500,499,"block_preserving_rule_replay",0.062,0.0440192091426816,0.0866597131016382,0.0107848041243223,TRUE,15.06,0.881992392693004
32,0.1,"adjusted",0.5,500,499,"phenotype_complete_pipeline_MC",0.044,0.0292339556286072,0.0657194428723284,0.00917213170424411,TRUE,15.06,0.881992392693004
32,0.1,"adjusted",0.75,500,499,"naive_fixed_set_gene_label",1,0.992375659538448,1,0,FALSE,33.748,0.779503576698137
32,0.1,"adjusted",0.75,500,499,"gene_label_complete_rule_replay",0.046,0.0308451083708162,0.0680777927682732,0.00936845771725528,TRUE,33.748,0.779503576698137
32,0.1,"adjusted",0.75,500,499,"block_preserving_rule_replay",0.054,0.0373743501810575,0.0774265615106471,0.0101078187557949,TRUE,33.748,0.779503576698137
32,0.1,"adjusted",0.75,500,499,"phenotype_complete_pipeline_MC",0.03,0.0182632131979134,0.0489036668359457,0.00762889244910426,FALSE,33.748,0.779503576698137
32,0.1,"adjusted",0.9,500,499,"naive_fixed_set_gene_label",1,0.992375659538448,1,0,FALSE,49.652,0.70108807091227
32,0.1,"adjusted",0.9,500,499,"gene_label_complete_rule_replay",0.066,0.0473785263597739,0.0912394011608535,0.0111035129576184,TRUE,49.652,0.70108807091227
32,0.1,"adjusted",0.9,500,499,"block_preserving_rule_replay",0.074,0.054161184751012,0.100334753322231,0.0117067501895274,FALSE,49.652,0.70108807091227
32,0.1,"adjusted",0.9,500,499,"phenotype_complete_pipeline_MC",0.06,0.0423483564809462,0.0843610631252198,0.0106207344378814,TRUE,49.652,0.70108807091227
8,0.3,"adjusted",0.1,500,499,"naive_fixed_set_gene_label",0.004,0.00109763052268279,0.014465715215177,0.00282276460230038,FALSE,0.634,0
8,0.3,"adjusted",0.1,500,499,"gene_label_complete_rule_replay",0.004,0.00109763052268279,0.014465715215177,0.00282276460230038,FALSE,0.634,0
8,0.3,"adjusted",0.1,500,499,"block_preserving_rule_replay",0.004,0.00109763052268279,0.014465715215177,0.00282276460230038,FALSE,0.634,0
8,0.3,"adjusted",0.1,500,499,"phenotype_complete_pipeline_MC",0.004,0.00109763052268279,0.014465715215177,0.00282276460230038,FALSE,0.634,0
8,0.3,"adjusted",0.25,500,499,"naive_fixed_set_gene_label",0.476,0.432574189433214,0.51979177890894,0.0223349054173059,FALSE,3.876,0.0871290205647226
8,0.3,"adjusted",0.25,500,499,"gene_label_complete_rule_replay",0.044,0.0292339556286072,0.0657194428723284,0.00917213170424411,TRUE,3.876,0.0871290205647226
8,0.3,"adjusted",0.25,500,499,"block_preserving_rule_replay",0.084,0.0627441368038304,0.111599314460181,0.0124051602166195,FALSE,3.876,0.0871290205647226
8,0.3,"adjusted",0.25,500,499,"phenotype_complete_pipeline_MC",0.066,0.0473785263597739,0.0912394011608535,0.0111035129576184,TRUE,3.876,0.0871290205647226
8,0.3,"adjusted",0.5,500,499,"naive_fixed_set_gene_label",0.994,0.982509747895947,0.99795740372804,0.00345369367489359,FALSE,14.824,0.879891511070257
8,0.3,"adjusted",0.5,500,499,"gene_label_complete_rule_replay",0.064,0.0456960160447894,0.0889524088376842,0.0109456840809517,TRUE,14.824,0.879891511070257
8,0.3,"adjusted",0.5,500,499,"block_preserving_rule_replay",0.054,0.0373743501810575,0.0774265615106471,0.0101078187557949,TRUE,14.824,0.879891511070257
8,0.3,"adjusted",0.5,500,499,"phenotype_complete_pipeline_MC",0.064,0.0456960160447894,0.0889524088376842,0.0109456840809517,TRUE,14.824,0.879891511070257
8,0.3,"adjusted",0.75,500,499,"naive_fixed_set_gene_label",1,0.992375659538448,1,0,FALSE,34.34,0.776370873718134
8,0.3,"adjusted",0.75,500,499,"gene_label_complete_rule_replay",0.042,0.0276323101084517,0.0633515857543301,0.00897061870775924,TRUE,34.34,0.776370873718134
8,0.3,"adjusted",0.75,500,499,"block_preserving_rule_replay",0.062,0.0440192091426816,0.0866597131016382,0.0107848041243223,TRUE,34.34,0.776370873718134
8,0.3,"adjusted",0.75,500,499,"phenotype_complete_pipeline_MC",0.052,0.0357302651157053,0.0751011439378455,0.00992935043192655,TRUE,34.34,0.776370873718134
8,0.3,"adjusted",0.9,500,499,"naive_fixed_set_gene_label",1,0.992375659538448,1,0,FALSE,49.882,0.689448329857055
8,0.3,"adjusted",0.9,500,499,"gene_label_complete_rule_replay",0.066,0.0473785263597739,0.0912394011608535,0.0111035129576184,TRUE,49.882,0.689448329857055
8,0.3,"adjusted",0.9,500,499,"block_preserving_rule_replay",0.058,0.0406837291117572,0.082056187856255,0.0104533248299285,TRUE,49.882,0.689448329857055
8,0.3,"adjusted",0.9,500,499,"phenotype_complete_pipeline_MC",0.052,0.0357302651157053,0.0751011439378455,0.00992935043192655,TRUE,49.882,0.689448329857055
16,0.3,"adjusted",0.1,500,499,"naive_fixed_set_gene_label",0,4.33680868994202e-19,0.00762434046155224,0,FALSE,0.622,0
16,0.3,"adjusted",0.1,500,499,"gene_label_complete_rule_replay",0,4.33680868994202e-19,0.00762434046155224,0,FALSE,0.622,0
16,0.3,"adjusted",0.1,500,499,"block_preserving_rule_replay",0,4.33680868994202e-19,0.00762434046155224,0,FALSE,0.622,0
16,0.3,"adjusted",0.1,500,499,"phenotype_complete_pipeline_MC",0,4.33680868994202e-19,0.00762434046155224,0,FALSE,0.622,0
16,0.3,"adjusted",0.25,500,499,"naive_fixed_set_gene_label",0.456,0.412844817581755,0.499826124378862,0.0222739309507774,FALSE,3.746,0
16,0.3,"adjusted",0.25,500,499,"gene_label_complete_rule_replay",0.034,0.0213345198085322,0.0537713655016345,0.00810481338464989,TRUE,3.746,0
16,0.3,"adjusted",0.25,500,499,"block_preserving_rule_replay",0.03,0.0182632131979134,0.0489036668359457,0.00762889244910426,FALSE,3.746,0
16,0.3,"adjusted",0.25,500,499,"phenotype_complete_pipeline_MC",0.05,0.0340937452438494,0.0727681611715476,0.00974679434480896,TRUE,3.746,0
16,0.3,"adjusted",0.5,500,499,"naive_fixed_set_gene_label",0.994,0.982509747895947,0.99795740372804,0.00345369367489359,FALSE,14.72,0.881393442045898
16,0.3,"adjusted",0.5,500,499,"gene_label_complete_rule_replay",0.07,0.0507597429450181,0.0957971898519169,0.0114105214604767,FALSE,14.72,0.881393442045898
16,0.3,"adjusted",0.5,500,499,"block_preserving_rule_replay",0.038,0.0244601180558304,0.0585847725306439,0.00855055553750749,TRUE,14.72,0.881393442045898
16,0.3,"adjusted",0.5,500,499,"phenotype_complete_pipeline_MC",0.06,0.0423483564809462,0.0843610631252198,0.0106207344378814,TRUE,14.72,0.881393442045898
16,0.3,"adjusted",0.75,500,499,"naive_fixed_set_gene_label",1,0.992375659538448,1,0,FALSE,33.512,0.776225339384914
16,0.3,"adjusted",0.75,500,499,"gene_label_complete_rule_replay",0.054,0.0373743501810575,0.0774265615106471,0.0101078187557949,TRUE,33.512,0.776225339384914
16,0.3,"adjusted",0.75,500,499,"block_preserving_rule_replay",0.06,0.0423483564809462,0.0843610631252198,0.0106207344378814,TRUE,33.512,0.776225339384914
16,0.3,"adjusted",0.75,500,499,"phenotype_complete_pipeline_MC",0.054,0.0373743501810575,0.0774265615106471,0.0101078187557949,TRUE,33.512,0.776225339384914
16,0.3,"adjusted",0.9,500,499,"naive_fixed_set_gene_label",1,0.992375659538448,1,0,FALSE,49.168,0.686069312776658
16,0.3,"adjusted",0.9,500,499,"gene_label_complete_rule_replay",0.054,0.0373743501810575,0.0774265615106471,0.0101078187557949,TRUE,49.168,0.686069312776658
16,0.3,"adjusted",0.9,500,499,"block_preserving_rule_replay",0.062,0.0440192091426816,0.0866597131016382,0.0107848041243223,TRUE,49.168,0.686069312776658
16,0.3,"adjusted",0.9,500,499,"phenotype_complete_pipeline_MC",0.054,0.0373743501810575,0.0774265615106471,0.0101078187557949,TRUE,49.168,0.686069312776658
32,0.3,"adjusted",0.1,500,499,"naive_fixed_set_gene_label",0.004,0.00109763052268279,0.014465715215177,0.00282276460230038,FALSE,0.626,0
32,0.3,"adjusted",0.1,500,499,"gene_label_complete_rule_replay",0.004,0.00109763052268279,0.014465715215177,0.00282276460230038,FALSE,0.626,0
32,0.3,"adjusted",0.1,500,499,"block_preserving_rule_replay",0.004,0.00109763052268279,0.014465715215177,0.00282276460230038,FALSE,0.626,0
32,0.3,"adjusted",0.1,500,499,"phenotype_complete_pipeline_MC",0.004,0.00109763052268279,0.014465715215177,0.00282276460230038,FALSE,0.626,0
32,0.3,"adjusted",0.25,500,499,"naive_fixed_set_gene_label",0.46,0.416785102529987,0.503824844706938,0.0222890107452081,FALSE,3.816,0.000822576821434311
32,0.3,"adjusted",0.25,500,499,"gene_label_complete_rule_replay",0.03,0.0182632131979134,0.0489036668359457,0.00762889244910426,FALSE,3.816,0.000822576821434311
32,0.3,"adjusted",0.25,500,499,"block_preserving_rule_replay",0.054,0.0373743501810575,0.0774265615106471,0.0101078187557949,TRUE,3.816,0.000822576821434311
32,0.3,"adjusted",0.25,500,499,"phenotype_complete_pipeline_MC",0.038,0.0244601180558304,0.0585847725306439,0.00855055553750749,TRUE,3.816,0.000822576821434311
32,0.3,"adjusted",0.5,500,499,"naive_fixed_set_gene_label",0.994,0.982509747895947,0.99795740372804,0.00345369367489359,FALSE,15.026,0.880916391765119
32,0.3,"adjusted",0.5,500,499,"gene_label_complete_rule_replay",0.042,0.0276323101084517,0.0633515857543301,0.00897061870775924,TRUE,15.026,0.880916391765119
32,0.3,"adjusted",0.5,500,499,"block_preserving_rule_replay",0.042,0.0276323101084517,0.0633515857543301,0.00897061870775924,TRUE,15.026,0.880916391765119
32,0.3,"adjusted",0.5,500,499,"phenotype_complete_pipeline_MC",0.048,0.0324652069413532,0.0704271968358901,0.00955991631762538,TRUE,15.026,0.880916391765119
32,0.3,"adjusted",0.75,500,499,"naive_fixed_set_gene_label",1,0.992375659538448,1,0,FALSE,33.58,0.771951311220451
32,0.3,"adjusted",0.75,500,499,"gene_label_complete_rule_replay",0.034,0.0213345198085322,0.0537713655016345,0.00810481338464989,TRUE,33.58,0.771951311220451
32,0.3,"adjusted",0.75,500,499,"block_preserving_rule_replay",0.038,0.0244601180558304,0.0585847725306439,0.00855055553750749,TRUE,33.58,0.771951311220451
32,0.3,"adjusted",0.75,500,499,"phenotype_complete_pipeline_MC",0.038,0.0244601180558304,0.0585847725306439,0.00855055553750749,TRUE,33.58,0.771951311220451
32,0.3,"adjusted",0.9,500,499,"naive_fixed_set_gene_label",1,0.992375659538448,1,0,FALSE,49.746,0.698109023247502
32,0.3,"adjusted",0.9,500,499,"gene_label_complete_rule_replay",0.036,0.0228910609802927,0.0561843269680277,0.0083311463797007,TRUE,49.746,0.698109023247502
32,0.3,"adjusted",0.9,500,499,"block_preserving_rule_replay",0.054,0.0373743501810575,0.0774265615106471,0.0101078187557949,TRUE,49.746,0.698109023247502
32,0.3,"adjusted",0.9,500,499,"phenotype_complete_pipeline_MC",0.046,0.0308451083708162,0.0680777927682732,0.00936845771725528,TRUE,49.746,0.698109023247502
8,0.6,"adjusted",0.1,500,499,"naive_fixed_set_gene_label",0.01,0.0042787538965905,0.0231930997557307,0.0044497190922574,FALSE,0.626,0
8,0.6,"adjusted",0.1,500,499,"gene_label_complete_rule_replay",0.01,0.0042787538965905,0.0231930997557307,0.0044497190922574,FALSE,0.626,0
8,0.6,"adjusted",0.1,500,499,"block_preserving_rule_replay",0.01,0.0042787538965905,0.0231930997557307,0.0044497190922574,FALSE,0.626,0
8,0.6,"adjusted",0.1,500,499,"phenotype_complete_pipeline_MC",0.01,0.0042787538965905,0.0231930997557307,0.0044497190922574,FALSE,0.626,0
8,0.6,"adjusted",0.25,500,499,"naive_fixed_set_gene_label",0.36,0.319141432405071,0.402993382924164,0.021466252583998,FALSE,3.706,0
8,0.6,"adjusted",0.25,500,499,"gene_label_complete_rule_replay",0.042,0.0276323101084517,0.0633515857543301,0.00897061870775924,TRUE,3.706,0
8,0.6,"adjusted",0.25,500,499,"block_preserving_rule_replay",0.05,0.0340937452438494,0.0727681611715476,0.00974679434480896,TRUE,3.706,0
8,0.6,"adjusted",0.25,500,499,"phenotype_complete_pipeline_MC",0.044,0.0292339556286072,0.0657194428723284,0.00917213170424411,TRUE,3.706,0
8,0.6,"adjusted",0.5,500,499,"naive_fixed_set_gene_label",0.966,0.946228634498365,0.978665480191468,0.00810481338464989,FALSE,15,0.882287203848426
8,0.6,"adjusted",0.5,500,499,"gene_label_complete_rule_replay",0.062,0.0440192091426816,0.0866597131016382,0.0107848041243223,TRUE,15,0.882287203848426
8,0.6,"adjusted",0.5,500,499,"block_preserving_rule_replay",0.046,0.0308451083708162,0.0680777927682732,0.00936845771725528,TRUE,15,0.882287203848426
8,0.6,"adjusted",0.5,500,499,"phenotype_complete_pipeline_MC",0.032,0.0197915136265711,0.0513448690454418,0.00787095928079926,TRUE,15,0.882287203848426
8,0.6,"adjusted",0.75,500,499,"naive_fixed_set_gene_label",1,0.992375659538448,1,0,FALSE,33.716,0.775205339745803
8,0.6,"adjusted",0.75,500,499,"gene_label_complete_rule_replay",0.05,0.0340937452438494,0.0727681611715476,0.00974679434480896,TRUE,33.716,0.775205339745803
8,0.6,"adjusted",0.75,500,499,"block_preserving_rule_replay",0.048,0.0324652069413532,0.0704271968358901,0.00955991631762538,TRUE,33.716,0.775205339745803
8,0.6,"adjusted",0.75,500,499,"phenotype_complete_pipeline_MC",0.058,0.0406837291117572,0.082056187856255,0.0104533248299285,TRUE,33.716,0.775205339745803
8,0.6,"adjusted",0.9,500,499,"naive_fixed_set_gene_label",0.996,0.985534284784823,0.998902369477317,0.00282276460230038,FALSE,49.616,0.692478987881045
8,0.6,"adjusted",0.9,500,499,"gene_label_complete_rule_replay",0.084,0.0627441368038304,0.111599314460181,0.0124051602166195,FALSE,49.616,0.692478987881045
8,0.6,"adjusted",0.9,500,499,"block_preserving_rule_replay",0.044,0.0292339556286072,0.0657194428723284,0.00917213170424411,TRUE,49.616,0.692478987881045
8,0.6,"adjusted",0.9,500,499,"phenotype_complete_pipeline_MC",0.044,0.0292339556286072,0.0657194428723284,0.00917213170424411,TRUE,49.616,0.692478987881045
16,0.6,"adjusted",0.1,500,499,"naive_fixed_set_gene_label",0.004,0.00109763052268279,0.014465715215177,0.00282276460230038,FALSE,0.59,0
16,0.6,"adjusted",0.1,500,499,"gene_label_complete_rule_replay",0.004,0.00109763052268279,0.014465715215177,0.00282276460230038,FALSE,0.59,0
16,0.6,"adjusted",0.1,500,499,"block_preserving_rule_replay",0.004,0.00109763052268279,0.014465715215177,0.00282276460230038,FALSE,0.59,0
16,0.6,"adjusted",0.1,500,499,"phenotype_complete_pipeline_MC",0.004,0.00109763052268279,0.014465715215177,0.00282276460230038,FALSE,0.59,0
16,0.6,"adjusted",0.25,500,499,"naive_fixed_set_gene_label",0.366,0.324947604882214,0.409095718361483,0.0215427017804174,FALSE,3.73,0
16,0.6,"adjusted",0.25,500,499,"gene_label_complete_rule_replay",0.028,0.0167509747207565,0.0464464026749489,0.00737780455149091,FALSE,3.73,0
16,0.6,"adjusted",0.25,500,499,"block_preserving_rule_replay",0.044,0.0292339556286072,0.0657194428723284,0.00917213170424411,TRUE,3.73,0
16,0.6,"adjusted",0.25,500,499,"phenotype_complete_pipeline_MC",0.046,0.0308451083708162,0.0680777927682732,0.00936845771725528,TRUE,3.73,0
16,0.6,"adjusted",0.5,500,499,"naive_fixed_set_gene_label",0.958,0.93664841424567,0.972367689891548,0.00897061870775924,FALSE,14.696,0.884002604638896
16,0.6,"adjusted",0.5,500,499,"gene_label_complete_rule_replay",0.046,0.0308451083708162,0.0680777927682732,0.00936845771725528,TRUE,14.696,0.884002604638896
16,0.6,"adjusted",0.5,500,499,"block_preserving_rule_replay",0.046,0.0308451083708162,0.0680777927682732,0.00936845771725528,TRUE,14.696,0.884002604638896
16,0.6,"adjusted",0.5,500,499,"phenotype_complete_pipeline_MC",0.064,0.0456960160447894,0.0889524088376842,0.0109456840809517,TRUE,14.696,0.884002604638896
16,0.6,"adjusted",0.75,500,499,"naive_fixed_set_gene_label",0.992,0.979612964165895,0.996884684819938,0.0039839678713564,FALSE,33.916,0.784962873676411
16,0.6,"adjusted",0.75,500,499,"gene_label_complete_rule_replay",0.074,0.054161184751012,0.100334753322231,0.0117067501895274,FALSE,33.916,0.784962873676411
16,0.6,"adjusted",0.75,500,499,"block_preserving_rule_replay",0.05,0.0340937452438494,0.0727681611715476,0.00974679434480896,TRUE,33.916,0.784962873676411
16,0.6,"adjusted",0.75,500,499,"phenotype_complete_pipeline_MC",0.05,0.0340937452438494,0.0727681611715476,0.00974679434480896,TRUE,33.916,0.784962873676411
16,0.6,"adjusted",0.9,500,499,"naive_fixed_set_gene_label",1,0.992375659538448,1,0,FALSE,49.584,0.697758553915599
16,0.6,"adjusted",0.9,500,499,"gene_label_complete_rule_replay",0.088,0.0662059844749289,0.11607647206539,0.0126693330526907,FALSE,49.584,0.697758553915599
16,0.6,"adjusted",0.9,500,499,"block_preserving_rule_replay",0.034,0.0213345198085322,0.0537713655016345,0.00810481338464989,TRUE,49.584,0.697758553915599
16,0.6,"adjusted",0.9,500,499,"phenotype_complete_pipeline_MC",0.028,0.0167509747207565,0.0464464026749489,0.00737780455149091,FALSE,49.584,0.697758553915599
32,0.6,"adjusted",0.1,500,499,"naive_fixed_set_gene_label",0.01,0.0042787538965905,0.0231930997557307,0.0044497190922574,FALSE,0.61,0
32,0.6,"adjusted",0.1,500,499,"gene_label_complete_rule_replay",0.01,0.0042787538965905,0.0231930997557307,0.0044497190922574,FALSE,0.61,0
32,0.6,"adjusted",0.1,500,499,"block_preserving_rule_replay",0.01,0.0042787538965905,0.0231930997557307,0.0044497190922574,FALSE,0.61,0
32,0.6,"adjusted",0.1,500,499,"phenotype_complete_pipeline_MC",0.01,0.0042787538965905,0.0231930997557307,0.0044497190922574,FALSE,0.61,0
32,0.6,"adjusted",0.25,500,499,"naive_fixed_set_gene_label",0.366,0.324947604882214,0.409095718361483,0.0215427017804174,FALSE,3.73,0
32,0.6,"adjusted",0.25,500,499,"gene_label_complete_rule_replay",0.032,0.0197915136265711,0.0513448690454418,0.00787095928079926,TRUE,3.73,0
32,0.6,"adjusted",0.25,500,499,"block_preserving_rule_replay",0.06,0.0423483564809462,0.0843610631252198,0.0106207344378814,TRUE,3.73,0
32,0.6,"adjusted",0.25,500,499,"phenotype_complete_pipeline_MC",0.05,0.0340937452438494,0.0727681611715476,0.00974679434480896,TRUE,3.73,0
32,0.6,"adjusted",0.5,500,499,"naive_fixed_set_gene_label",0.956,0.934280557127672,0.970766044371393,0.00917213170424412,FALSE,15.436,0.881886510831702
32,0.6,"adjusted",0.5,500,499,"gene_label_complete_rule_replay",0.046,0.0308451083708162,0.0680777927682732,0.00936845771725528,TRUE,15.436,0.881886510831702
32,0.6,"adjusted",0.5,500,499,"block_preserving_rule_replay",0.04,0.0260407973897773,0.0609735958348508,0.00876356092008266,TRUE,15.436,0.881886510831702
32,0.6,"adjusted",0.5,500,499,"phenotype_complete_pipeline_MC",0.03,0.0182632131979134,0.0489036668359457,0.00762889244910426,FALSE,15.436,0.881886510831702
