"Iteration","Converged","SameSignSelectedGenes","PearsonR","SpearmanR","StdR"
46,TRUE,43,0.694524580256797,0.667925098157656,0.725040200506179
47,TRUE,36,0.79163758014134,0.739253539253539,0.722185400240918
48,TRUE,63,0.642712522281333,0.682219662058372,0.76630404378385
49,TRUE,58,0.676775781140634,0.712879510289458,0.738912148614007
50,TRUE,71,0.648102831570942,0.529309188464118,0.756631100166353
51,TRUE,58,0.696484130044043,0.734473530406964,0.788345660732563
52,TRUE,57,0.706358252681142,0.761602281565984,0.757339934751436
53,TRUE,66,0.682265608445083,0.693184427512786,0.795511992289163
54,TRUE,38,0.768751708522167,0.605864974286027,0.650296234223011
55,TRUE,38,0.707042477607656,0.657292920450815,0.759149838114532
56,TRUE,52,0.68903654647187,0.6049688380432,0.71144924450487
57,TRUE,41,0.775454493370397,0.796689895470383,0.785714019432037
58,TRUE,50,0.419311535837656,0.306506602641056,0.488755847955151
59,TRUE,39,0.634817751821065,0.326113360323887,0.606256806388213
60,TRUE,52,0.77223686076806,0.774353282677367,0.750695521084822
61,TRUE,58,0.714055165085574,0.683287704943247,0.845517027500065
62,TRUE,61,0.607170574374592,0.385457429931253,0.607396407074875
63,TRUE,61,0.723388901731266,0.76969857218403,0.890645566101276
64,TRUE,62,0.844668331180744,0.810682178741407,0.832075538313385
65,TRUE,55,0.681711034674462,0.638383838383838,0.687145356637656
66,TRUE,45,0.717914352599905,0.686429512516469,0.620611003040715
67,TRUE,50,0.724929101193852,0.781800720288115,0.718103239677968
68,TRUE,64,0.594168674604869,0.692811355311355,0.791621922400311
69,TRUE,65,0.743490741353331,0.82111013986014,0.800678569292357
70,TRUE,57,0.732407438393418,0.709554057557688,0.74010090637239
71,TRUE,53,0.612428242259701,0.528705047572972,0.650654168438901
72,TRUE,46,0.690061449238582,0.610237434474252,0.634774888657201
73,TRUE,53,0.758821195165399,0.734397677793904,0.707504162955245
74,TRUE,50,0.691708251501314,0.720048019207683,0.736883825825838
75,TRUE,42,0.606951926464645,0.777975852848229,0.692076685242319
76,TRUE,56,0.681595439695424,0.69336978810663,0.799246887188853
77,TRUE,40,0.514476867880278,0.369230769230769,0.376481707794553
78,TRUE,42,0.615018477191227,0.635361802123005,0.674339048279782
79,TRUE,36,0.673111514883702,0.53976833976834,0.587409938281098
80,TRUE,60,0.563807868293402,0.693525979438733,0.730964634158131
81,TRUE,56,0.657975390146122,0.420915926179084,0.57003060748218
82,TRUE,53,0.693942656747826,0.638526044186422,0.656650334987955
83,TRUE,44,0.768114457046552,0.65722339675828,0.768182442060527
84,TRUE,59,0.527714412679536,0.497019286966686,0.658538971277491
85,TRUE,44,0.766149517485089,0.767864693446089,0.806862094856686
86,TRUE,63,0.670385851663502,0.769009216589862,0.849524010374009
87,TRUE,63,0.569034564408808,0.579061059907834,0.695661798810422
88,TRUE,74,0.683129916789981,0.75061088485746,0.811283349467279
89,TRUE,56,0.605555741312657,0.606903622693096,0.691154086864277
90,TRUE,60,0.670238893648003,0.508085579327591,0.64928999070718
91,TRUE,64,0.637810477590872,0.693772893772894,0.774442929220201
92,TRUE,57,0.711481523828946,0.665089447757324,0.668336967718366
93,TRUE,49,0.696230422992144,0.664489795918367,0.741157501712685
94,TRUE,69,0.69460351589122,0.5923273657289,0.838992984116775
95,TRUE,48,0.815964977353979,0.789296569691706,0.783625004017702
96,TRUE,57,0.787466162683417,0.708452164894996,0.768101673775695
97,TRUE,53,0.718580559749563,0.752378648605064,0.728789056119678
98,TRUE,79,0.673430850500235,0.598076923076923,0.796245373795132
99,TRUE,45,0.527261052731865,0.496179183135705,0.694890997033061
100,TRUE,55,0.776637632557206,0.786075036075036,0.748559258021432
101,TRUE,66,0.611472895251218,0.617075461851581,0.654174797448976
102,TRUE,64,0.616101849022774,0.690338827838828,0.711020188735964
103,TRUE,56,0.829546726582502,0.770608339029392,0.802132036429494
104,TRUE,62,0.682481748159664,0.757044647578757,0.79064324089337
105,TRUE,44,0.73244787860543,0.775616631430585,0.698886709925671
106,TRUE,49,0.733073531331891,0.688571428571429,0.775432232248087
107,TRUE,59,0.652403472894027,0.67030976037405,0.681114559902467
108,TRUE,52,0.583589572072803,0.523691624690515,0.618471177580801
109,TRUE,46,0.71402273026589,0.722109158186864,0.657962817803545
110,TRUE,51,0.688979926352761,0.687058823529412,0.737453499189734
111,TRUE,50,0.764255460872667,0.816278511404562,0.716736401131047
112,TRUE,60,0.783100374029552,0.738205056960267,0.732901172012297
113,TRUE,57,0.694352674183825,0.855781695618356,0.795758028819252
114,TRUE,60,0.739193768243355,0.736037788274521,0.731961145766294
115,TRUE,40,0.695241343138095,0.691181988742964,0.617780729537743
116,TRUE,51,0.81482894017903,0.799819004524887,0.825958688904451
117,TRUE,67,0.732943608861333,0.756884029052598,0.861250576396563
118,TRUE,61,0.606829312732036,0.588154415653094,0.788239042926693
119,TRUE,49,0.606419946985383,0.725612244897959,0.629466186456874
120,TRUE,54,0.71906486560316,0.792033542976939,0.724218072730236
121,TRUE,44,0.728933303042737,0.782522903453136,0.754355083733027
122,TRUE,50,0.706304641619442,0.755198079231693,0.767814877959408
123,TRUE,63,0.705968455711317,0.718221966205837,0.764803962604952
124,TRUE,51,0.668394837728908,0.736742081447964,0.737875239055941
125,TRUE,51,0.681034575330541,0.62552036199095,0.761465969725725
126,TRUE,44,0.657509230058358,0.507963354474982,0.618013525431744
127,TRUE,50,0.787163458474469,0.695270108043217,0.736694060963779
128,TRUE,53,0.694422914265822,0.6192549588776,0.626788904035483
129,TRUE,68,0.774351244829296,0.739932053288544,0.80566445799486
130,TRUE,46,0.562271174221766,0.748874498920752,0.655636342604105
131,TRUE,47,0.800435522146613,0.770698427382054,0.785206801020021
132,TRUE,67,0.70150787628679,0.567483438422859,0.780260786539192
133,TRUE,60,0.613167349183466,0.710864128924702,0.801824761560148
134,TRUE,48,0.233513644225872,0.032783326096396,0.428491060453571
135,TRUE,60,0.660589284877802,0.672520144484579,0.683862929410486
136,TRUE,53,0.741897905169357,0.709240445089502,0.778017928035029
137,TRUE,41,0.4402307647689,0.367073170731707,0.587429895651376
138,TRUE,53,0.783571804773561,0.724318658280922,0.780075522550038
139,TRUE,55,0.627339660679677,0.598845598845599,0.6815756222519
140,TRUE,69,0.751769764201026,0.648227986846913,0.740827365610775
141,TRUE,48,0.711003296111721,0.694203213200174,0.702338760677306
142,TRUE,47,0.79463103543621,0.781105457909343,0.843538064438412
143,TRUE,50,0.601607003637385,0.557358943577431,0.535947849208681
144,TRUE,51,0.668977228501917,0.698371040723982,0.677222833957266
145,TRUE,50,0.681528171475615,0.531236494597839,0.566081646179605
146,TRUE,50,0.703704224463767,0.568403361344538,0.579225199716388
147,TRUE,59,0.703884497548528,0.627819988310929,0.721151032276823
148,TRUE,47,0.549593887062127,0.669056429232192,0.627173105108856
149,TRUE,32,0.769359737458448,0.662390029325513,0.767674602892744
150,TRUE,74,0.660381595035214,0.650114772306553,0.812266620575027
151,TRUE,54,0.705199794251301,0.700705164856108,0.769537535602304
152,TRUE,61,0.6456155388993,0.585616076150185,0.710533844994594
153,TRUE,54,0.718557501139456,0.692548122736802,0.726085852077394
154,TRUE,44,0.774985669350035,0.747286821705426,0.800927509194869
155,TRUE,56,0.797230421119779,0.805946684894053,0.770677831036216
156,TRUE,51,0.532406618459915,0.598461538461538,0.569341985933621
157,TRUE,64,0.617178877819964,0.619093406593407,0.764774842535648
158,TRUE,43,0.612144277978814,0.563424947145877,0.507914893259688
159,TRUE,69,0.703568043904949,0.693533065400073,0.827958708022671
160,TRUE,69,0.6757006404957,0.664632809645597,0.80440978322205
161,TRUE,62,0.691830177421341,0.585757095011458,0.737855164490774
162,TRUE,66,0.717010346724635,0.715269804822044,0.835702620735203
163,TRUE,46,0.668781089643449,0.677459142769041,0.765439758160099
164,TRUE,48,0.597022055546493,0.55188884064264,0.661217050186448
165,TRUE,61,0.788348040313416,0.708725542041248,0.770970467718057
166,TRUE,39,0.716070288106415,0.654655870445344,0.657539990815317
167,TRUE,52,0.684867335829427,0.760437121147443,0.719387011724767
168,TRUE,66,0.661583365285206,0.678029433253314,0.765634907566452
169,TRUE,40,0.536754139530849,0.498311444652908,0.614695487414407
170,TRUE,41,0.70783356711967,0.592682926829268,0.686465597553067
171,TRUE,46,0.543940723999527,0.518593894542091,0.760370096083689
172,TRUE,75,0.692177942746436,0.707339971550498,0.815882149814039
173,TRUE,58,0.719188049314549,0.711649081792734,0.671259441455315
174,TRUE,59,0.65415231890301,0.59614260666277,0.594349953474965
175,TRUE,45,0.764765216506492,0.753886693017128,0.740198737753827
176,TRUE,42,0.692320573826509,0.595494692488453,0.72373157988384
177,TRUE,41,0.528353787608251,0.409233449477352,0.46802643871373
178,TRUE,59,0.522370203452937,0.220981881940386,0.548995597726506
179,TRUE,51,0.704959266370938,0.688325791855204,0.832418615062306
180,TRUE,39,0.664007178335782,0.529554655870445,0.663045318657654
181,TRUE,46,0.665821590811067,0.557323465926611,0.767407866194439
182,TRUE,63,0.621423689456443,0.569412442396313,0.706612457422494
183,TRUE,49,0.733431302575701,0.818673469387755,0.774515360883855
184,TRUE,64,0.648029867898718,0.691208791208791,0.840907687110589
185,TRUE,46,0.473249982298412,0.562380511871724,0.516995289037058
186,TRUE,58,0.696469887836973,0.66883017010674,0.810759116904384
187,TRUE,53,0.648953408978284,0.706660216094178,0.738345846987781
188,TRUE,56,0.621981156357568,0.646753246753247,0.78406215758109
189,TRUE,48,0.683607930908305,0.701801997394703,0.666085992646784
190,TRUE,54,0.800635130867338,0.772975033352392,0.806943156979136
191,TRUE,67,0.659228936556937,0.742517359725437,0.727499630923798
192,TRUE,75,0.645907654307871,0.661450924608819,0.811524598233567
193,TRUE,35,0.732678116909419,0.545098039215686,0.611414214250907
194,TRUE,55,0.705579003286745,0.73015873015873,0.719916345044735
195,TRUE,55,0.698761124130398,0.64992784992785,0.729400469695341
196,TRUE,61,0.719110498569878,0.722792173453199,0.741615382201868
197,TRUE,50,0.54637167487018,0.464585834333734,0.612573945786816
198,TRUE,56,0.724720461059393,0.772522214627478,0.684641840565273
199,TRUE,59,0.655073533556436,0.754938632378726,0.650065060282889
200,TRUE,52,0.593795104461889,0.62776402288056,0.643483155214411
201,TRUE,71,0.590321582026522,0.67112676056338,0.688520802409827
202,TRUE,51,0.668100260658832,0.716199095022624,0.6772688722997
203,TRUE,36,0.576968861409226,0.512226512226512,0.524299864668497
204,TRUE,49,0.701467628287817,0.639591836734694,0.724384906377512
205,TRUE,58,0.758998159733747,0.765849457073426,0.792640889921634
206,TRUE,69,0.624850612593968,0.786152721958349,0.731142486875106
207,TRUE,47,0.792121078359213,0.715309898242368,0.773200972163566
208,TRUE,48,0.383168621456066,0.26118106817195,0.564677622363793
209,TRUE,67,0.674836317753764,0.716457817862559,0.821410061887612
210,TRUE,50,0.717811757243465,0.619111644657863,0.614765491662003
211,TRUE,63,0.624141608823011,0.370343701996928,0.659425355945814
212,TRUE,61,0.695646117674919,0.706980433632998,0.791258219507549
213,TRUE,63,0.654226276489006,0.522657450076805,0.761577534295486
214,TRUE,44,0.658986196524519,0.558280479210712,0.542229482417084
215,TRUE,71,0.684927939976802,0.656606304493628,0.797018217703551
216,TRUE,62,0.600402499369142,0.51761476668933,0.557316520435711
217,TRUE,50,0.39364343764586,0.464777911164466,0.609406540985057
218,TRUE,48,0.409661354515509,0.218193660442901,0.413528662766921
219,TRUE,52,0.62893197647835,0.74413045334244,0.684249706144589
220,TRUE,46,0.719506106382782,0.66327474560592,0.636433793821989
221,TRUE,42,0.65172386624235,0.761121465035248,0.725484899268276
222,TRUE,48,0.718683753034341,0.702778983933999,0.76173178038208
223,TRUE,49,0.723315076115507,0.650408163265306,0.768491194601033
224,TRUE,48,0.788621934970415,0.749348675640469,0.730808940105257
225,TRUE,55,0.702936710831751,0.731240981240981,0.739624583685017
226,TRUE,58,0.631622332836497,0.735580916054016,0.815350006963284
227,TRUE,46,0.384783955333648,0.265371569534382,0.460415674812235
228,TRUE,53,0.548865685469341,0.719319464602483,0.745488561020592
229,TRUE,66,0.691900768317005,0.703454754201023,0.808111568445281
230,TRUE,49,0.284333429523487,-0.00387755102040816,0.39583416093401
231,TRUE,50,0.636572788733237,0.703721488595438,0.751493685800121
232,TRUE,51,0.786204963442864,0.653665158371041,0.74395800859464
233,TRUE,40,0.627966946959639,0.298499061913696,0.490841383059163
234,TRUE,37,0.716672815716794,0.756519677572309,0.74200183325311
235,TRUE,59,0.658970340209049,0.52969023962595,0.621399598327578
236,TRUE,57,0.640140495822092,0.51737101374125,0.710239343835448
237,TRUE,57,0.568543746166354,0.644153487166191,0.635038405437055
238,TRUE,51,0.747838856964661,0.782533936651584,0.709179074242603
239,TRUE,57,0.650754493919593,0.660552242675655,0.771970503717994
240,TRUE,64,0.671497622588345,0.650228937728938,0.761093604358735
241,TRUE,72,0.721210759195681,0.673548138143932,0.700621327117669
242,TRUE,61,0.5892878337032,0.683606557377049,0.794904450865844
243,TRUE,65,0.706068292999534,0.73784965034965,0.775446136408571
244,TRUE,45,0.754820776242834,0.611198945981555,0.670708287715091
245,TRUE,56,0.64115793926637,0.546821599453178,0.683974723295252
246,TRUE,34,0.619208733186523,0.519022154316272,0.463049592903119
247,TRUE,63,0.697246320593701,0.713325652841782,0.850529155077218
248,TRUE,54,0.769128509672522,0.743701162569087,0.705908074513489
249,TRUE,76,0.672867096360369,0.622392344497608,0.837206910232344
250,TRUE,69,0.735709522172725,0.792400438436244,0.798835525761037
251,TRUE,54,0.67529998781756,0.660529826567562,0.778884070041972
252,TRUE,60,0.741528492072431,0.747540983606558,0.830139282677299
253,TRUE,59,0.544501275033572,0.480362361192285,0.656376148792915
254,TRUE,70,0.664576782691416,0.634957571516053,0.834765535017566
255,TRUE,66,0.584531320473451,0.681661621960129,0.754103707517389
256,TRUE,66,0.679850952598221,0.667675607974116,0.793857269624236
257,TRUE,57,0.641996754892316,0.58102151931553,0.684516727805629
258,TRUE,53,0.783895352145234,0.645137880986937,0.730153468152689
259,TRUE,42,0.56146977162588,0.469410906733652,0.737701472171036
260,TRUE,51,0.348014017043975,0.122081447963801,0.463220811224814
261,TRUE,65,0.696324783969873,0.733304195804196,0.709097718829868
262,TRUE,54,0.683118982689101,0.676920144844673,0.654793201998231
263,TRUE,70,0.691470519567252,0.63943661971831,0.821097522083569
264,TRUE,49,0.640210444717197,0.665714285714286,0.659959331007546
265,TRUE,59,0.745911790939144,0.760607831677382,0.786832806129283
266,TRUE,58,0.779683026087561,0.747208465348058,0.716214038397204
267,TRUE,53,0.646199618194611,0.540719238832446,0.716027915544751
268,TRUE,58,0.722800929923864,0.724076409609647,0.676559358594374
269,TRUE,61,0.722115762029053,0.561078794288736,0.692450214734032
270,TRUE,49,0.525622441789465,0.689795918367347,0.662722383679464
271,TRUE,49,0.647883057607775,0.688061224489796,0.701108264111083
272,TRUE,54,0.762501787676317,0.610139127120259,0.740958357177977
273,TRUE,64,0.682748890363865,0.697115384615385,0.780303572375233
274,TRUE,48,0.706792413803833,0.764003473729918,0.742317662722221
275,TRUE,47,0.664890859697535,0.800763182238668,0.599543848727123
276,TRUE,50,0.564208238499122,0.391020408163265,0.658789893085558
277,TRUE,59,0.658669569992454,0.69614260666277,0.771038648644412
278,TRUE,68,0.640278489712804,0.670572966370195,0.714132314040328
279,TRUE,54,0.596073512606591,0.720678482942634,0.778464022371595
280,TRUE,46,0.613307420827024,0.72013567684243,0.685922350530213
281,TRUE,51,0.742844581853199,0.782443438914027,0.829597811096492
282,TRUE,56,0.507108773529468,0.432467532467532,0.537106371729305
283,TRUE,60,0.67509091711019,0.776437899416505,0.664363233233873
284,TRUE,56,0.603541665691853,0.610321257689679,0.774983922146036
285,TRUE,33,0.793631463627461,0.735294117647059,0.701787158917767
286,TRUE,47,0.67780967782794,0.590078630897317,0.646602447122832
287,TRUE,56,0.636025543300391,0.724675324675325,0.818337523860312
288,TRUE,75,0.670332662946851,0.737411095305832,0.759087052797194
289,TRUE,34,0.726846014860809,0.617417876241406,0.69887329494293
290,TRUE,52,0.808310630075234,0.76786476564501,0.824633091741979
291,TRUE,58,0.669844017263901,0.744501522655265,0.817934708216452
292,TRUE,63,0.655461974684206,0.74347158218126,0.66745974063242
293,TRUE,46,0.502161130276034,0.479617637989516,0.638516085196872
294,TRUE,72,0.676828922840509,0.726574056209403,0.803841178299545
295,TRUE,59,0.599856781779479,0.59853886616014,0.649011149742914
296,TRUE,47,0.536753916977515,0.63286308973173,0.658471569831717
297,TRUE,73,0.645281642177884,0.612890287547822,0.721433883746735
298,TRUE,60,0.756699741501878,0.763434287302028,0.761126801012939
299,TRUE,56,0.702853707146492,0.682638414217362,0.68762791874444
300,TRUE,68,0.669538572711387,0.694507004618849,0.666234780952152
301,TRUE,36,0.72297269910882,0.647876447876448,0.656018925145439
302,TRUE,43,0.687470718306298,0.716097855632739,0.679651574646892
303,TRUE,43,0.739550783419008,0.73663545756569,0.662709781530199
304,TRUE,36,0.721253285944351,0.638867438867439,0.711006577556323
305,TRUE,46,0.701613860922131,0.608263953129818,0.61483447593884
306,TRUE,73,0.643061625406728,0.774188572133778,0.792939144464189
307,TRUE,55,0.722617497310576,0.585930735930736,0.688009736831754
308,TRUE,61,0.652556704787166,0.745901639344262,0.711691548317524
309,TRUE,54,0.644510613576469,0.65976748618258,0.726899994979726
310,TRUE,60,0.789275606896085,0.765768268963601,0.82047261661999
311,TRUE,44,0.619888418352561,0.548414376321353,0.545639667926426
312,TRUE,62,0.650401604670694,0.657324167107351,0.680688709561411
313,TRUE,54,0.637595614588261,0.653516295025729,0.72944289686462
314,TRUE,37,0.647350125260254,0.652678994784258,0.62488769873054
315,TRUE,51,0.597259275753958,0.753846153846154,0.676185122712109
316,TRUE,59,0.506851250617019,0.435885447106955,0.575335087505008
317,TRUE,65,0.705189980853629,0.690515734265734,0.754581706988267
318,TRUE,55,0.677015167246983,0.659523809523809,0.741242128003591
319,TRUE,51,0.627392587934649,0.723800904977375,0.647507322903293
320,TRUE,51,0.577657497393397,0.697737556561086,0.70456789560875
321,TRUE,52,0.847932094463216,0.831469307606932,0.836418580087442
322,TRUE,53,0.754745522099619,0.733188195452346,0.69992243098975
323,TRUE,43,0.636821761051964,0.65901540320145,0.598029661986948
324,TRUE,51,0.710964223243641,0.527058823529412,0.616521967122986
325,TRUE,36,0.653955614271558,0.627284427284427,0.585322399250656
326,TRUE,62,0.7166024214221,0.74389967515298,0.817470495880064
327,TRUE,66,0.586763779429316,0.746915770796368,0.707965949323961
328,TRUE,54,0.72468738016997,0.572403278063655,0.705217664757465
329,TRUE,68,0.722665143243356,0.747146619841967,0.834562672037265
330,TRUE,60,0.811619109057202,0.815504306751876,0.783601826444319
331,TRUE,52,0.578827750040012,0.554853581490651,0.759350712063592
332,TRUE,57,0.757318535077779,0.710331864143117,0.716527323708226
333,TRUE,55,0.789207594135469,0.743939393939394,0.831118727112641
334,TRUE,53,0.6516322659704,0.714400903080148,0.670648874720203
335,TRUE,39,0.712073203856018,0.645344129554656,0.66992333324508
336,TRUE,53,0.689160539539372,0.76423157555233,0.785520072290531
337,TRUE,60,0.743763357383294,0.818505140316755,0.843736310342366
338,TRUE,45,0.697805647655271,0.568774703557312,0.556766346291996
339,TRUE,58,0.704258319584523,0.751638007936264,0.788593588852001
340,TRUE,50,0.681081733501222,0.512220888355342,0.592132377425326
341,TRUE,58,0.594207440724814,0.610446337937187,0.721158466332541
342,TRUE,45,0.595279396556241,0.72463768115942,0.70776141937262
343,TRUE,45,0.59705789990256,0.442555994729908,0.464409127333805
344,TRUE,49,0.825905339003891,0.827755102040816,0.768876327510793
345,TRUE,60,0.691958914145525,0.70302861906085,0.778104060910631
346,TRUE,62,0.59950756087128,0.779003298834076,0.739163106606793
347,TRUE,40,0.634443791045198,0.648217636022514,0.638573881418881
348,TRUE,72,0.664808556409627,0.69946620361438,0.788006550635659
349,TRUE,70,0.627088174761703,0.754702125798268,0.728758853849077
350,TRUE,59,0.642023782717136,0.602045587375804,0.831235518290705
351,TRUE,44,0.601728573076999,0.781113460183228,0.732591821375859
352,TRUE,50,0.73059629795995,0.710828331332533,0.675280167129103
353,TRUE,56,0.593417373459288,0.437115516062884,0.586748469150822
354,TRUE,57,0.741566615292412,0.794594244231268,0.696655652870384
355,TRUE,52,0.814491325581959,0.723555024331939,0.802463259240781
356,TRUE,61,0.605336011908467,0.351560021152829,0.598120449415156
357,TRUE,44,0.697321467447835,0.67723749119098,0.647615210690787
358,TRUE,50,0.435676050349471,0.342424969987995,0.489153363047859
359,TRUE,49,0.70658647544076,0.664387755102041,0.696152084716997
360,TRUE,36,0.810804049091573,0.758301158301158,0.818455102802227
361,TRUE,55,0.613327057410768,0.752741702741703,0.689952333883425
362,TRUE,59,0.797921443097987,0.775803623611923,0.799203106781986
363,TRUE,64,0.758645849532542,0.750915750915751,0.739664743899487
364,TRUE,47,0.733490358372585,0.712187789084181,0.766093260208739
365,TRUE,51,0.729252020085537,0.75683257918552,0.742356018562345
366,TRUE,68,0.72362089052828,0.739970225598351,0.831302923184894
367,TRUE,66,0.597897079480181,0.676526458616011,0.793312041286247
368,TRUE,38,0.748288280650406,0.706094758726338,0.642049478664912
369,TRUE,68,0.703363951796269,0.758254761995648,0.821077998719318
370,TRUE,61,0.654030452160237,0.593918561607615,0.802433927668847
371,TRUE,36,0.659568471662644,0.52947232947233,0.655279102194933
372,TRUE,60,0.604422312710743,0.731536537927202,0.729814754532791
373,TRUE,56,0.759046345372047,0.560697197539303,0.731042042301101
374,TRUE,60,0.638051586937325,0.73425951653237,0.762736716818981
375,TRUE,64,0.765254654708319,0.683241758241758,0.773348265052299
376,TRUE,67,0.669154547962037,0.602123074467236,0.833441361471178
377,TRUE,61,0.765540753772991,0.754257006874669,0.75443982682459
378,TRUE,55,0.535799473293743,0.427705627705628,0.567178822515747
379,TRUE,56,0.68847736953948,0.620915926179084,0.601471805416317
380,TRUE,69,0.676134648241939,0.602192181220314,0.748111145794028
381,TRUE,45,0.666238493353158,0.736100131752306,0.781203756809481
382,TRUE,38,0.809979958386574,0.749863223547434,0.826430297554685
383,TRUE,51,0.759318463198742,0.697737556561086,0.722812762092183
384,TRUE,52,0.779156994356578,0.791684453171689,0.76384387360117
385,TRUE,47,0.608700925681809,0.645582793709528,0.518573352324841
386,TRUE,72,0.68243362845216,0.647308508585761,0.745925866194821
387,TRUE,52,0.726646719368744,0.747801587979168,0.702041446580965
388,TRUE,73,0.675784181472905,0.60755275823769,0.791490425290615
389,TRUE,68,0.648305122550672,0.775928541436042,0.754466298954698
390,TRUE,67,0.592246004102334,0.620640114933355,0.780188192039259
391,TRUE,66,0.655674643413892,0.773301325540132,0.82243816019901
392,TRUE,51,0.585028365923394,0.60579185520362,0.668274648284615
393,TRUE,66,0.693711563756781,0.761987266464879,0.675741731470371
394,TRUE,60,0.656327660483414,0.817671575437622,0.768094257519962
395,TRUE,57,0.74979403303234,0.56870624837957,0.67953528997544
396,TRUE,55,0.750056170379546,0.640692640692641,0.734375047668977
397,TRUE,52,0.558577669461161,0.499188935370955,0.690712219098377
398,TRUE,47,0.594125556799963,0.51445420906568,0.531540464173571
399,TRUE,59,0.696655216608804,0.765458796025716,0.768631818431319
400,TRUE,53,0.712816474052082,0.683921948072891,0.789784064156826
401,TRUE,49,0.680996704569566,0.713061224489796,0.725406861244035
402,TRUE,52,0.789075343562447,0.774865534022027,0.732154386439693
403,TRUE,36,0.697999333067861,0.639382239382239,0.650155610162619
404,TRUE,59,0.662269166950771,0.643775569842198,0.716583974771064
405,TRUE,43,0.719418942816761,0.732709151313802,0.723309071712748
406,TRUE,39,0.503015170309038,0.373886639676113,0.561741971116077
407,TRUE,68,0.696888640149296,0.638011986105279,0.817085145647422
408,TRUE,51,0.651266585862023,0.611855203619909,0.651626484433174
409,TRUE,44,0.711503468081253,0.668780831571529,0.648645717750123
410,TRUE,54,0.792118870467129,0.811549456832476,0.818272723033446
411,TRUE,43,0.805030079637382,0.804892781636968,0.809081223484624
412,TRUE,52,0.707435169413481,0.761803124733202,0.683552221359296
413,TRUE,58,0.533445868237447,0.482481774277892,0.647705620773629
414,TRUE,63,0.648578548177228,0.778897849462366,0.69508356786738
415,TRUE,63,0.645815054536244,0.594470046082949,0.803735846473628
416,TRUE,42,0.686202478082909,0.722712908192205,0.671652220930623
417,TRUE,63,0.602706369393935,0.57330069124424,0.594942028600839
418,TRUE,58,0.698100266303775,0.616044787597281,0.69168479440485
419,TRUE,58,0.679218431975226,0.623550401427297,0.779644578167661
420,TRUE,62,0.538577892129308,0.538213593210949,0.579224791702703
421,TRUE,63,0.632231173877122,0.708429339477727,0.801652190578318
